modelId,semantic,occur
s__1743,wardrobe_cabinet,13
s__1744,wardrobe_cabinet,7
s__1745,wardrobe_cabinet,7
s__1746,office_chair,22
s__1747,office_chair,4
s__1748,chair,155
s__1749,sofa,25
s__1750,sofa,8
s__1751,sofa,9
s__1752,bicycle,360
s__1753,bicycle,264
s__1760,sofa,58
s__1761,chair,55
s__1762,door,134
s__1763,door,247
s__1764,door,225
s__1765,door,178
s__1766,door,437
s__1767,door,90
s__1768,door,446
s__1769,door,716
s__1770,door,2164
s__1771,door,523
s__1772,door,653
s__1773,door,1228
s__1774,double_bed,107
s__1775,double_bed,129
s__1776,double_bed,103
s__1777,double_bed,413
s__1778,wardrobe_cabinet,178
s__1779,person,391
s__1780,person,278
s__1781,person,347
s__1782,person,116
s__1783,person,38
s__1784,person,366
s__1785,person,298
s__1786,person,293
s__1787,person,58
s__1788,person,21
s__1789,stand,438
s__1790,wardrobe_cabinet,653
s__1791,double_bed,62
s__1792,double_bed,202
s__1793,vase,352
s__1794,vase,296
s__1795,vase,168
s__1796,vase,814
s__1797,vase,509
s__1798,vase,167
s__1799,vase,361
s__1800,vase,213
s__1801,vase,649
s__1802,vase,999
s__1803,vase,300
s__1804,vase,667
s__1805,vase,256
s__1806,vase,138
s__1807,vase,298
s__1808,vase,181
s__1809,vase,175
s__1810,vase,195
s__1811,vase,292
s__1812,vase,315
s__1814,cellphone,589
s__1815,camera,446
s__1816,ipad,609
s__1817,tripod,120
s__1818,toy,72
s__1819,telephone,1119
s__1820,stationary_container,886
s__1821,headphones_on_stand,506
s__1822,helmet,172
s__1823,shoes,866
s__1824,cup,925
s__1825,food_tray,269
s__1826,jug,426
s__1827,containers,993
s__1828,utensil_holder,641
s__1829,spoon,67
s__1830,knife,41
s__1831,fork,57
s__1832,teapot,321
s__1833,cup,1157
s__1834,jug,247
s__1835,container,315
s__1836,fruit_bowl,692
s__1837,coffee_table,50
s__1838,table_lamp,103
s__1839,chandelier,508
s__1840,table_lamp,51
s__1841,chandelier,565
s__1842,double_bed,283
s__1843,double_bed,248
s__1844,bread,391
s__1845,trinket,937
s__1846,trinket,137
s__1847,trinket,539
s__1848,trinket,251
s__1850,food,226
s__1851,place_setting,1838
s__1852,trinket,278
s__1853,trinket,206
s__1854,armchair,69
s__1855,trinket,104
s__1856,trinket,187
s__1857,trinket,199
s__1858,toy,95
s__1859,toy,157
s__1860,candle,621
s__1861,candle,380
s__1862,candle,830
s__1863,stand,277
s__1864,candle,278
s__1865,trinket,304
s__1866,trinket,186
s__1867,toy,216
s__1868,toy,95
s__1869,toy,295
s__1870,toy,135
s__1871,dining_table,38
s__1872,coffee_table,81
s__1873,bench_chair,150
s__1874,dining_table,77
s__1875,mirror,748
s__1876,armchair,874
s__1877,chair,1585
s__1878,floor_lamp,247
s__1879,sofa,152
s__1880,table_lamp,30
s__1881,chandelier,292
s__1882,sofa,66
s__1883,chandelier,4824
s__1884,dresser,209
s__1885,armchair,129
s__1886,chair,51
s__1887,ottoman,143
s__1888,coffee_table,48
s__1889,tv_stand,73
s__1890,hanger,74
s__1891,hanger,128
s__1892,coffee_table,173
s__1893,dining_table,83
s__1894,coffee_table,78
s__1895,curtain,1290
s__1896,curtain,801
s__1897,curtain,816
s__1898,curtain,1704
s__1899,curtain,759
s__1900,curtain,2353
s__1901,curtain,716
s__1902,curtain,592
s__1903,curtain,538
s__1904,motorcycle,238
s__1905,chair,104
s__1906,chair,331
s__1907,table,61
s__1908,bench_chair,93
s__1909,chair,169
s__1910,fireplace,56
s__1911,outdoor_spring,296
s__1912,table,57
s__1913,outdoor_lamp,415
s__1914,chandelier,353
s__1915,bench_chair,57
s__1916,coffee_table,26
s__1917,outdoor_lamp,547
s__1918,chair,97
s__1919,coffee_table,334
s__1920,bench_chair,490
s__1921,chandelier,4197
s__1922,partition,3203
s__1923,wood_board,845
s__1924,shelving,1385
s__1925,stand,536
s__1926,bench_chair,92
s__1927,chair,46
s__1928,dining_table,73
s__1929,dining_table,43
s__1930,hanger,241
s__1931,chair,58
s__1932,chair,127
s__1933,candle,404
s__1934,kitchen_cabinet,68
s__1935,chandelier,190
s__1936,ladder,292
s__1937,mirror,670
s__1938,ottoman,182
s__1939,bathtub,324
s__1940,desk,94
s__1941,stand,391
s__1942,sink,164
s__1943,sink,128
s__1944,wall_lamp,1392
s__1945,wall_lamp,350
s__1946,sink,111
s__1947,shower,383
s__1948,shower,155
s__1949,cloth,2075
s__1950,drinkbar,107
s__1951,dresser,88
s__1952,coffee_table,12
s__1953,dresser,240
s__1954,game_table,15
s__1955,game_table,10
s__1956,slot_machine,6
s__1957,person,146
s__1958,person,127
s__1959,person,124
s__1960,person,76
s__1961,person,56
s__1962,person,69
s__1963,toy,27
s__1964,poker_chips,63
s__1966,kettle,211
s__1967,cooker,142
s__1968,food_processor,275
s__1969,toaster,395
s__1970,food_processor,103
s__1971,coffee_machine,388
s__1972,food_processor,70
s__1973,refrigerator,147
s__1974,fireplace,268
s__1975,coffee_table,105
s__1976,double_bed,89
s__1977,chandelier,978
s__1978,mirror,273
s__1979,ottoman,46
s__1980,coffee_table,73
s__1981,coffee_table,47
s__1982,coffee_table,136
s__1983,table_lamp,255
s__1984,tv_stand,175
s__1985,armchair,99
s__1986,tv_stand,26
s__1987,dining_table,108
s__1988,coffee_table,22
s__1989,coffee_table,133
s__1990,chair,151
s__1991,armchair,169
s__1992,coffee_table,104
s__1993,sofa,216
s__1994,candle,273
s__1995,chandelier,998
s__1996,single_bed,251
s__1997,stand,126
s__1998,ottoman,103
s__1999,ottoman,23
s__2000,ottoman,20
s__2001,single_bed,122
s__2002,double_bed,70
s__2003,chair,163
s__2004,chair,88
s__2005,desk,26
s__2006,ottoman,36
s__2007,mirror,165
s__2008,table_lamp,169
s__2009,table_lamp,31
s__2010,window,2428
s__2011,window,857
s__2012,window,2333
s__2013,window,496
s__2014,window,1313
s__2015,window,396
s__2016,window,1573
s__2017,window,1067
s__2019,window,483
s__2020,stand,91
s__2021,dresser,86
s__2022,bookshelf,109
s__2023,coffee_table,51
s__2024,wall_lamp,553
s__2025,mirror,144
s__2026,candle,344
s__2027,coffee_table,101
s__2028,table_lamp,39
s__2029,picture_frame,595
s__2030,chair,79
s__2031,drumset,65
s__2032,guitar,269
s__2033,amplifier,84
s__2034,keyboard,84
s__2035,microphone,89
s__2036,accordion,11
s__2037,theremin,15
s__2038,double_bed,10
s__2039,stand,8
s__2040,kitchen_cabinet,61
s__2041,curtain,217
s__2042,dresser,214
s__2043,wardrobe_cabinet,71
s__2044,wardrobe_cabinet,170
s__2045,dressing_table,173
s__2046,dining_table,121
s__2047,stand,272
s__2048,double_bed,148
s__2049,chair,388
s__2050,hanger,70
s__2051,stand,93
s__2052,wardrobe_cabinet,62
s__2053,dresser,90
s__2054,wardrobe_cabinet,39
s__2055,double_bed,89
s__2056,wardrobe_cabinet,55
s__2057,wardrobe_cabinet,30
s__2058,dresser,42
s__2059,armchair,96
s__2060,sofa,71
s__2061,armchair,150
s__2062,armchair,248
s__2083,toy,26
s__2084,toy,31
s__2085,toy,46
s__2086,toy,101
s__2087,toy,86
s__2088,toy,60
s__2089,double_bed,5
s__2090,wardrobe_cabinet,8
s__2091,wardrobe_cabinet,7
s__2092,wardrobe_cabinet,12
s__2093,bookshelf,9
s__2094,bookshelf,5
s__2095,tv_stand,7
s__2096,tv_stand,7
s__2097,stand,2
s__2098,stand,1
s__2099,stand,28
s__2100,stand,15
s__2101,stand,12
s__2103,wardrobe_cabinet,1
s__2104,tv_stand,3
s__2105,wardrobe_cabinet,2
s__2106,tv_stand,19
s__2107,tv_stand,20
s__2108,shelving,43
s__2109,shelving,6
s__2110,tv_stand,5
s__2111,stand,3
s__2112,tv_stand,2
s__2113,desk,5
s__2115,desk,8
s__2116,desk,10
s__2117,desk,7
s__2118,desk,0
s__2119,desk,11
s__2120,coffee_table,3
s__2121,coffee_table,16
s__2122,tv_stand,3
s__2124,tv_stand,13
s__2126,shelving,2
s__2127,tv_stand,2
s__2129,tv_stand,13
s__2130,shelving,13
s__2131,shelving,2
s__2132,double_bed,4
s__2142,shelving,2
s__2145,desk,4
s__2146,shelving,1
s__2153,desk,3
s__2154,desk,1
s__2155,desk,4
s__2156,sofa,84
s__2157,sofa,96
s__2158,sofa,25
s__2159,sofa,63
s__2160,sofa,62
s__2161,sofa,43
s__2162,sofa,42
s__2163,sofa,34
s__2164,sofa,44
s__2165,sofa,20
s__2166,sofa,27
s__2167,armchair,74
s__2168,armchair,54
s__2169,armchair,70
s__2170,armchair,57
s__2171,sofa,55
s__2172,armchair,75
s__2173,sofa,44
s__2174,armchair,44
s__2175,armchair,12
s__2176,sofa,8
s__2177,armchair,102
s__2178,armchair,13
s__2179,armchair,75
s__2180,armchair,30
s__2181,ottoman,38
s__2182,ottoman,14
s__2183,armchair,11
s__2184,ottoman,108
s__2185,armchair,59
s__2186,ottoman,34
s__2187,chair,13
s__2188,chair,107
s__2189,chair,598
s__2190,armchair,31
s__2191,armchair,108
s__2192,chair,109
s__2193,chair,201
s__2194,armchair,69
s__2195,armchair,53
s__2196,armchair,87
s__2197,chair,23
s__2235,chair,45
s__2236,ottoman,16
s__2237,bench_chair,52
s__2238,desk,3
s__2240,wardrobe_cabinet,8
s__2241,wardrobe_cabinet,8
s__2244,desk,2
s__2245,desk,2
s__2254,toy,15
s__2255,chair,27
s__2256,chair,24
s__2257,chair,17
s__2258,bench_chair,57
s__2259,chair,124
s__2260,bench_chair,19
s__2261,chair,50
s__2262,chair,26
s__2263,chair,21
s__2264,chair,79
s__2265,chair,33
s__2266,chair,13
s__2267,chair,79
s__2268,sofa,266
s__2269,chair,165
s__2270,chair,64
s__2271,chair,108
s__2272,chair,65
s__2273,fireplace,128
s__2274,fireplace,11
s__2275,fireplace,36
s__2276,fireplace,33
s__2277,fireplace,27
s__2278,fireplace,22
s__2279,fireplace,47
s__2280,fireplace,65
s__2281,fireplace,23
s__2282,fireplace,17
s__2283,fireplace,2
s__2284,fireplace,67
s__2285,fireplace,9
s__2286,fireplace,53
s__2287,coffee_table,67
s__2288,coffee_table,32
s__2289,coffee_table,52
s__2290,cart,38
s__2291,cart,16
s__2292,coffee_table,21
s__2293,coffee_table,57
s__2294,stand,60
s__2295,coffee_table,71
s__2296,coffee_table,23
s__2297,coffee_table,63
s__2298,coffee_table,33
s__2299,coffee_table,92
s__2300,coffee_table,13
s__2301,coffee_table,85
s__2302,shelving,76
s__2303,shelving,29
s__2304,stand,22
s__2305,shelving,55
s__2306,weight_scale,97
s__2307,toilet_plunger,447
s__2308,soap_dish,144
s__2309,trash_can,312
s__2310,soap_dispenser,763
s__2311,shelving,74
s__2312,towel_hanger,142
s__2313,toiletries,644
s__2314,hair_dryer,110
s__2315,toy,42
s__2316,decoration,237
s__2317,toy,31
s__2318,food,120
s__2319,cake,106
s__2320,toy,44
s__2321,food,68
s__2322,bench_chair,25
s__2323,bench_chair,31
s__2324,bench_chair,16
s__2325,bench_chair,20
s__2326,bench_chair,36
s__2327,bench_chair,130
s__2328,bench_chair,21
s__2329,bench_chair,37
s__2330,bench_chair,17
s__2331,bench_chair,1
s__2332,bench_chair,5
s__2333,bench_chair,26
s__2334,toy,41
s__2335,surveillance_camera,121
s__2336,lawn_mower,48
s__2337,safe,30
s__2338,mailbox,57
s__2339,kitchen_cabinet,136
s__2340,chair,187
s__2341,chair,140
s__2342,partition,61
s__2343,partition,21
s__2344,dresser,134
s__2345,safe,256
s__2346,chair,104
s__2347,double_bed,41
s__2348,outdoor_spring,30
s__2349,outdoor_spring,25
s__2350,coffee_table,31
s__2351,wardrobe_cabinet,6
s__2352,wardrobe_cabinet,18
s__2353,wardrobe_cabinet,18
s__2354,wardrobe_cabinet,12
s__2355,bookshelf,27
s__2356,bookshelf,4
s__2357,clock,153
s__2358,fence,72
s__2359,outdoor_seating,52
s__2360,grill,59
s__2361,grill,64
s__2362,fence,45
s__2363,toy,59
s__2364,clock,77
s__2365,clock,101
s__2366,clock,53
s__2367,clock,110
s__2368,chandelier,3731
s__2369,chandelier,572
s__2370,chandelier,207
s__2371,chandelier,133
s__2372,chandelier,239
s__2373,table_lamp,95
s__2374,floor_lamp,73
s__2375,cart,12
s__2376,cart,9
s__2377,cart,6
s__2378,cart,38
s__2379,cart,9
s__2380,cart,2
s__2381,cart,40
s__2382,cart,8
s__2383,cart,3
s__2384,cart,3
s__2385,cart,8
s__2386,cart,4
s__2387,cart,7
s__2388,shelving,9
s__2389,shelving,14
s__2390,shelving,33
s__2391,shelving,77
s__2392,shelving,275
s__2393,shelving,74
s__2394,shelving,14
s__2395,shelving,10
s__2396,shelving,15
s__2397,shelving,22
s__2398,shelving,70
s__2399,shelving,32
s__2400,shelving,33
s__2401,shelving,11
s__2402,shelving,30
s__2403,shelving,12
s__2404,wardrobe_cabinet,7
s__2405,shelving,6
s__2406,shelving,20
s__2407,stand,14
s__2408,sofa,18
s__2409,sofa,42
s__2410,sofa,25
s__2411,sofa,9
s__2412,sofa,39
s__2413,armchair,26
s__2414,armchair,26
s__2415,armchair,60
s__2416,armchair,342
s__2417,ottoman,19
s__2418,ottoman,22
s__2419,ottoman,7
s__2420,ottoman,72
s__2421,ottoman,34
s__2422,ottoman,18
s__2423,ottoman,20
s__2424,armchair,17
s__2425,sofa,27
s__2426,armchair,31
s__2427,sofa,17
s__2428,stand,33
s__2429,armchair,29
s__2430,armchair,13
s__2431,armchair,9
s__2432,armchair,14
s__2433,armchair,15
s__2434,armchair,20
s__2435,armchair,19
s__2436,armchair,3
s__2437,armchair,9
s__2438,ottoman,18
s__2439,sofa,9
s__2440,sofa,5
s__2441,sofa,27
s__2442,armchair,25
s__2443,armchair,13
s__2444,gym_equipment,15
s__2445,wardrobe_cabinet,4
s__2446,wardrobe_cabinet,4
s__2447,wardrobe_cabinet,1
s__2448,wardrobe_cabinet,4
s__2449,wardrobe_cabinet,7
s__2450,stand,25
s__2451,wardrobe_cabinet,6
s__2452,wardrobe_cabinet,12
s__2453,shelving,1
s__2617,wardrobe_cabinet,6
s__2619,wardrobe_cabinet,2
s__2620,wardrobe_cabinet,4
s__2622,wardrobe_cabinet,1
s__2623,wardrobe_cabinet,1
s__361,sofa,11
s__362,sofa,18
s__363,sofa,29
s__364,sofa,21
s__365,sofa,19
s__366,sofa,8
s__367,sofa,27
s__368,sofa,34
s__369,sofa,10
s__370,sofa,2
s__371,sofa,3
s__372,sofa,37
s__373,sofa,34
s__374,sofa,10
s__375,sofa,20
s__376,sofa,25
s__377,sofa,1
s__378,sofa,15
s__379,sofa,11
s__380,sofa,54
s__382,sofa,49
s__383,sofa,27
s__384,sofa,9
s__385,sofa,445
s__386,sofa,616
s__387,desk,375
s__388,desk,536
s__389,dresser,351
s__390,desk,930
s__391,wardrobe_cabinet,281
s__392,desk,678
s__393,shelving,197
s__394,armchair,529
s__395,armchair,687
s__396,shelving,298
s__397,wardrobe_cabinet,407
s__398,shelving,241
s__399,armchair,2111
s__400,single_bed,177
s__401,single_bed,178
s__402,sink,743
s__403,single_bed,375
s__404,single_bed,242
s__405,sink,516
s__406,single_bed,255
s__407,baby_bed,231
s__408,baby_bed,177
s__409,sink,370
s__410,sink,705
s__411,shelving,815
s__412,shelving,693
s__413,shelving,887
s__414,shelving,1250
s__415,shelving,588
s__416,double_bed,1139
s__417,double_bed,1013
s__418,double_bed,2476
s__419,double_bed,1105
s__420,single_bed,2122
s__421,chair,890
s__422,bunker_bed,1505
s__423,chair,502
s__424,chair,871
s__425,chair,1424
s__426,chair,1748
s__427,chair,999
s__428,bunker_bed,437
s__429,wardrobe_cabinet,335
s__430,dresser,160
s__431,wardrobe_cabinet,193
s__432,wardrobe_cabinet,783
s__433,chandelier,20871
s__434,coffee_table,492
s__435,dining_table,654
s__436,chandelier,2662
s__437,tv_stand,743
s__438,tv_stand,364
s__439,stand,168
s__440,stand,560
s__441,stand,1319
s__442,stand,681
s__443,stand,629
s__444,wardrobe_cabinet,369
s__445,shelving,259
s__446,tv_stand,81
s__447,tv_stand,1080
s__448,tv_stand,303
s__449,shelving,215
s__450,wardrobe_cabinet,299
s__451,chandelier,3613
s__452,tv_stand,294
s__453,chair,513
s__454,dresser,236
s__455,dresser,365
s__456,kitchen_cabinet,355
s__457,kitchen_cabinet,250
s__458,sofa,222
s__459,tv_stand,186
s__460,sofa,274
s__461,sofa,1046
s__462,dressing_table,415
s__463,shelving,308
s__464,shelving,787
s__465,tv_stand,74
s__466,shoes_cabinet,255
s__467,bookshelf,171
s__468,sofa,554
s__469,desk,72
s__470,desk,463
s__471,desk,135
s__472,wardrobe_cabinet,443
s__473,shelving,271
s__474,chandelier,1338
s__475,desk,429
s__476,desk,214
s__477,sofa,162
s__478,chandelier,2424
s__479,chandelier,5986
s__480,desk,94
s__481,coffee_table,346
s__482,desk,305
s__483,desk,341
s__484,desk,276
s__485,desk,297
s__486,chandelier,1123
s__487,chandelier,28384
s__488,chandelier,2578
s__489,desk,442
s__490,shelving,671
s__491,wardrobe_cabinet,366
s__492,wardrobe_cabinet,496
s__493,shelving,1154
s__494,wardrobe_cabinet,120
s__495,wardrobe_cabinet,361
s__496,wardrobe_cabinet,322
s__497,shelving,451
s__498,shelving,628
s__499,stairs,763
s__500,sofa,645
s__501,sofa,257
s__502,sofa,1270
s__503,sofa,187
s__504,sofa,558
s__505,floor_lamp,259
s__506,floor_lamp,442
s__507,floor_lamp,557
s__508,floor_lamp,211
s__509,floor_lamp,379
s__510,shelving,586
s__511,stand,842
s__512,desk,293
s__513,sofa,921
s__514,sofa,1198
s__515,sofa,1124
s__516,tv_stand,603
s__517,wardrobe_cabinet,575
s__518,sofa,520
s__519,wardrobe_cabinet,970
s__520,shelving,468
s__521,bookshelf,397
s__522,dresser,211
s__523,dresser,175
s__524,bookshelf,559
s__525,dresser,706
s__526,dresser,293
s__527,sofa,1545
s__528,sofa,644
s__529,sofa,568
s__530,sofa,394
s__531,dresser,252
s__532,dresser,782
s__533,mirror,7
s__536,sink,772
s__537,wardrobe_cabinet,616
s__538,mirror,747
s__539,stand,453
s__540,chair,2688
s__541,sink,3635
s__542,sink,465
s__543,sofa,412
s__544,mirror,30
s__545,dining_table,118
s__546,dining_table,188
s__547,dining_table,124
s__548,dining_table,37
s__549,sofa,1014
s__550,wardrobe_cabinet,231
s__551,coffee_table,554
s__552,desk,201
s__553,tv_stand,305
s__554,coffee_table,177
s__555,coffee_table,456
s__556,shelving,529
s__557,sink,1928
s__558,sink,1254
s__559,wardrobe_cabinet,399
s__560,sink,2335
s__561,coffee_table,673
s__562,wardrobe_cabinet,597
s__563,dresser,1285
s__564,wardrobe_cabinet,489
s__565,wardrobe_cabinet,237
s__566,wardrobe_cabinet,396
s__567,wardrobe_cabinet,324
s__568,shelving,373
s__569,tv_stand,233
s__570,wardrobe_cabinet,390
s__571,wardrobe_cabinet,256
s__572,wardrobe_cabinet,155
s__573,wardrobe_cabinet,157
s__574,office_chair,2349
s__575,chair,2681
s__576,sink,2153
s__577,sink,180
s__578,mirror,1026
s__579,vase,784
s__580,table_lamp,1343
s__581,wardrobe_cabinet,211
s__582,wardrobe_cabinet,238
s__583,chair,1196
s__584,shoes_cabinet,398
s__585,outdoor_seating,3030
s__586,outdoor_lamp,107
s__587,sofa,756
s__588,sofa,1068
s__589,bunker_bed,312
s__590,wardrobe_cabinet,1129
s__591,wardrobe_cabinet,420
s__592,dresser,691
s__593,desk,550
s__594,stand,1073
s__595,coffee_table,619
s__596,chair,415
s__597,coffee_table,1074
s__598,sofa,353
s__599,coffee_table,339
s__600,chair,391
s__601,chair,402
s__602,sofa,952
s__603,sofa,938
s__604,coffee_table,660
s__605,outdoor_seating,192
s__606,outdoor_seating,830
s__607,outdoor_seating,188
s__608,outdoor_seating,224
s__609,outdoor_seating,243
s__610,outdoor_seating,643
s__611,armchair,1957
s__612,stand,312
s__613,outdoor_seating,106
s__614,outdoor_seating,590
s__615,chair,989
s__616,shelving,88
s__617,wardrobe_cabinet,101
s__618,wardrobe_cabinet,92
s__619,single_bed,256
s__620,wardrobe_cabinet,274
s__621,chair,678
s__622,chair,819
s__623,chair,436
s__624,chair,755
s__625,chair,806
s__626,chair,329
s__627,chair,356
s__628,chair,1321
s__629,chair,5359
s__630,chair,710
s__631,chair,710
s__632,chair,369
s__633,chair,416
s__634,outdoor_seating,555
s__638,sofa,548
s__639,chair_set,1348
s__640,chair_set,1821
s__641,chair_set,835
s__642,sofa,718
s__643,sofa,563
s__644,sofa,342
s__645,sofa,268
s__646,sofa,558
s__647,sofa,426
s__648,sofa,398
s__649,sofa,316
s__650,sofa,992
s__651,sofa,865
s__652,sofa,278
s__653,sofa,281
s__654,sofa,449
s__655,sofa,150
s__656,sofa,255
s__657,sofa,238
s__658,sofa,132
s__659,shelving,211
s__660,sofa,296
s__661,sofa,61
s__662,stand,98
s__663,stand,53
s__664,stand,115
s__665,stand,540
s__666,stand,904
s__667,office_chair,1001
s__668,office_chair,1578
s__669,office_chair,553
s__670,office_chair,613
s__671,office_chair,979
s__672,office_chair,473
s__673,tv_stand,154
s__674,tv_stand,601
s__675,tv_stand,578
s__676,tv_stand,172
s__677,floor_lamp,1668
s__678,floor_lamp,188
s__679,floor_lamp,1319
s__680,tv_stand,250
s__681,stand,67
s__682,stand,36
s__683,dresser,426
s__684,stand,287
s__685,stand,291
s__686,stand,148
s__687,stand,175
s__688,dining_table,645
s__689,dining_table,66
s__690,dining_table,398
s__691,dining_table,672
s__692,dresser,424
s__693,tv_stand,292
s__694,tv_stand,228
s__695,tv_stand,87
s__696,dining_table,208
s__697,dining_table,453
s__698,dining_table,469
s__699,coffee_table,45
s__700,tv_stand,101
s__701,tv_stand,97
s__702,tv_stand,263
s__703,tv_stand,202
s__704,tv_stand,90
s__705,tv_stand,233
s__706,tv_stand,295
s__707,tv_stand,185
s__708,floor_lamp,1847
s__709,floor_lamp,757
s__710,floor_lamp,1099
s__711,floor_lamp,940
s__712,floor_lamp,220
s__713,floor_lamp,1704
s__714,desk,395
s__715,dining_table,163
s__716,dining_table,150
s__717,dining_table,347
s__718,stand,232
s__719,desk,122
s__720,dining_table,219
s__721,desk,384
s__722,desk,226
s__723,shoes_cabinet,232
s__724,chair,460
s__725,chair,790
s__726,chair,317
s__727,chair,275
s__728,hanger,383
s__729,hanger,476
s__730,hanger,523
s__731,hanger,504
s__732,hanger,387
s__733,hanger,551
s__734,desk,348
s__735,dining_table,241
s__736,dining_table,214
s__737,dining_table,219
s__738,dining_table,362
s__739,dining_table,241
s__740,dining_table,91
s__741,dining_table,109
s__742,table_lamp,385
s__743,table_lamp,237
s__744,table_lamp,132
s__745,table_lamp,367
s__746,dresser,311
s__747,wardrobe_cabinet,104
s__748,dresser,268
s__749,shoes_cabinet,256
s__750,shoes_cabinet,235
s__751,shoes_cabinet,220
s__752,shoes_cabinet,646
s__753,shoes_cabinet,253
s__754,shoes_cabinet,98
s__755,shoes_cabinet,111
s__756,wardrobe_cabinet,555
s__757,bookshelf,381
s__758,bookshelf,164
s__759,wall_lamp,2114
s__760,wall_lamp,1486
s__761,wall_lamp,1813
s__762,wall_lamp,1838
s__763,wall_lamp,2537
s__764,table_lamp,585
s__765,table_lamp,199
s__766,table_lamp,374
s__767,table_lamp,286
s__768,floor_lamp,237
s__769,chair,2132
s__770,chair,726
s__771,chair,196
s__772,chair,743
s__773,chair,3034
s__774,chair,817
s__775,bookshelf,91
s__776,bookshelf,215
s__777,wardrobe_cabinet,230
s__778,wardrobe_cabinet,134
s__779,dresser,498
s__780,shelving,689
s__781,tv_stand,333
s__782,shelving,630
s__783,shelving,1103
s__784,shelving,648
s__785,dresser,526
s__786,stand,883
s__787,dresser,1307
s__788,dresser,538
s__789,tv_stand,315
s__790,shelving,2977
s__791,shelving,873
s__792,shelving,1486
s__793,shelving,1715
s__794,shelving,940
s__795,shelving,2472
s__796,shelving,2096
s__797,table_lamp,634
s__798,table_lamp,2562
s__799,table_lamp,1421
s__800,table_lamp,1547
s__801,table_lamp,520
s__802,chair,510
s__803,chair,1078
s__804,chair,3662
s__805,chair,1367
s__806,desk,947
s__807,chair,311
s__808,chair,1268
s__809,chair,1628
s__810,dresser,152
s__811,chair,479
s__812,chair,303
s__813,chair,450
s__814,chair,1301
s__815,sofa,572
s__816,sofa,1169
s__817,sofa,460
s__818,chair,1324
s__819,chair,641
s__820,chair,459
s__821,chair,156
s__822,chair,298
s__823,chair,406
s__824,chair,31
s__825,chair,234
s__826,chair,429
s__827,chair,365
s__828,sink,626
s__829,sink,605
s__830,sink,404
s__831,ottoman,179
s__832,ottoman,859
s__833,ottoman,84
s__834,ottoman,410
s__835,ottoman,490
s__836,ottoman,463
s__837,ottoman,209
s__838,ottoman,360
s__839,ottoman,414
s__840,ottoman,273
s__841,ottoman,250
s__842,ottoman,185
s__843,ottoman,421
s__844,ottoman,2097
s__845,ottoman,446
s__846,wardrobe_cabinet,231
s__847,wardrobe_cabinet,328
s__848,wardrobe_cabinet,121
s__849,wardrobe_cabinet,505
s__850,wardrobe_cabinet,192
s__851,wardrobe_cabinet,502
s__852,stand,336
s__853,wardrobe_cabinet,285
s__854,stand,222
s__855,wardrobe_cabinet,434
s__856,wardrobe_cabinet,127
s__857,wardrobe_cabinet,89
s__858,stand,306
s__859,wardrobe_cabinet,335
s__860,wardrobe_cabinet,220
s__861,wardrobe_cabinet,233
s__862,wardrobe_cabinet,359
s__863,stand,319
s__864,stand,137
s__865,wardrobe_cabinet,314
s__866,stand,128
s__867,stand,316
s__868,range_hood_with_cabinet,240
s__869,range_hood,803
s__870,range_hood_with_cabinet,195
s__871,range_hood,606
s__872,range_hood_with_cabinet,143
s__873,range_hood,359
s__874,range_hood,223
s__875,hanging_kitchen_cabinet,1529
s__876,shelving,576
s__877,shelving,453
s__878,cart,357
s__879,range_hood,206
s__880,range_hood,387
s__881,double_bed,2531
s__882,double_bed,1537
s__883,double_bed,980
s__884,double_bed,569
s__885,single_bed,127
s__886,single_bed,111
s__887,baby_bed,351
s__888,baby_bed,123
s__889,baby_bed,29
s__890,baby_bed,25
s__891,baby_bed,361
s__892,baby_bed,170
s__893,double_bed,1094
s__894,double_bed,934
s__895,tv_stand,288
s__896,tv_stand,928
s__897,wardrobe_cabinet,704
s__898,wardrobe_cabinet,212
s__899,wardrobe_cabinet,280
s__900,wardrobe_cabinet,356
s__901,wardrobe_cabinet,390
s__902,wardrobe_cabinet,292
s__903,wardrobe_cabinet,363
s__904,cart,889
s__905,kitchen_cabinet,203
s__906,kitchen_cabinet,81
s__907,kitchen_cabinet,84
s__908,hanging_kitchen_cabinet,336
s__909,hanging_kitchen_cabinet,153
s__910,kitchen_cabinet,104
s__911,kitchen_cabinet,369
s__912,kitchen_cabinet,1004
s__913,kitchen_cabinet,101
s__914,kitchen_cabinet,1088
s__915,kitchen_cabinet,832
s__916,kitchen_cabinet,222
s__917,stand,170
s__918,kitchen_cabinet,377
s__919,kitchen_cabinet,540
s__920,kitchen_cabinet,222
s__921,kitchen_cabinet,512
s__922,kitchen_cabinet,69
s__923,storage_bench,253
s__924,cart,208
s__925,storage_bench,402
s__926,shelving,439
s__927,shelving,478
s__928,storage_bench,153
s__929,shelving,261
s__930,shelving,49
s__931,shelving,58
s__932,shelving,250
s__933,shelving,85
s__934,wardrobe_cabinet,258
s__935,wardrobe_cabinet,464
s__936,wardrobe_cabinet,254
s__937,wardrobe_cabinet,304
s__938,wardrobe_cabinet,280
s__939,wardrobe_cabinet,231
s__940,wardrobe_cabinet,408
s__941,wardrobe_cabinet,227
s__942,wardrobe_cabinet,147
s__943,wardrobe_cabinet,359
s__944,shelving,158
s__945,shelving,176
s__946,shelving,127
s__947,shelving,149
s__948,shelving,132
s__949,shelving,91
