日期,省份,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊
2020/1/26,山西,13,0,0,4,0,0,13
2020/1/27,山西,20,0,0,7,0,0,20
2020/1/28,山西,27,1,0,7,1,0,26
2020/1/29,山西,35,1,0,8,0,0,34
2020/1/30,山西,39,1,0,4,0,0,38
2020/1/31,山西,47,1,0,8,0,0,46
2020/2/1,山西,56,2,0,9,1,0,54
2020/2/2,山西,66,2,0,10,0,0,64
2020/2/3,山西,74,2,0,8,0,0,72
2020/2/4,山西,81,4,0,7,2,0,77
2020/2/5,山西,90,6,0,9,2,0,84
2020/2/6,山西,96,15,0,6,9,0,81
2020/2/7,山西,104,15,0,8,0,0,89
2020/2/8,山西,115,21,0,11,6,0,94
2020/2/9,山西,119,25,0,4,4,0,94
2020/2/10,山西,122,26,0,3,1,0,96
2020/2/11,山西,124,30,0,2,4,0,94
2020/2/12,山西,126,33,0,2,3,0,93
2020/2/13,山西,126,36,0,0,3,0,90
2020/2/14,山西,127,38,0,1,2,0,89
2020/1/21,陕西,0,0,0,0,0,0,0
2020/1/22,陕西,3,0,0,3,0,0,3
2020/1/23,陕西,5,0,0,2,0,0,5
2020/1/24,陕西,15,0,0,10,0,0,15
2020/1/25,陕西,22,0,0,7,0,0,22
2020/1/26,陕西,35,0,0,13,0,0,35
2020/1/27,陕西,46,0,0,11,0,0,46
2020/1/28,陕西,56,0,0,10,0,0,56
2020/1/29,陕西,63,0,0,7,0,0,63
2020/1/30,陕西,87,0,0,24,0,0,87
2020/1/31,陕西,101,0,0,14,0,0,101
2020/2/1,陕西,116,0,0,15,0,0,116
2020/2/2,陕西,128,0,0,12,0,0,128
2020/2/3,陕西,142,1,0,14,1,0,141
2020/2/4,陕西,165,2,0,23,1,0,163
2020/2/5,陕西,173,6,0,8,4,0,167
2020/2/6,陕西,184,11,0,11,5,0,173
2020/2/7,陕西,195,17,0,11,6,0,178
2020/2/8,陕西,208,20,0,13,3,0,188
2020/2/9,陕西,213,26,0,5,6,0,187
2020/2/10,陕西,219,31,0,6,5,0,188
2020/2/11,陕西,225,36,0,6,5,0,189
2020/2/12,陕西,229,42,0,4,6,0,187
2020/2/13,陕西,230,49,0,1,7,0,181
2020/2/14,陕西,232,53,0,2,4,0,179
2020/1/21,上海,9,0,0,0,0,0,9
2020/1/22,上海,16,0,0,7,0,0,16
2020/1/23,上海,20,1,0,4,1,0,19
2020/1/24,上海,33,1,0,13,0,0,32
2020/1/25,上海,40,1,1,7,0,1,38
2020/1/26,上海,53,3,1,13,2,0,49
2020/1/27,上海,66,4,1,13,1,0,61
2020/1/28,上海,96,5,1,30,1,0,90
2020/1/29,上海,112,5,1,16,0,0,106
2020/1/30,上海,135,9,1,23,4,0,125
2020/1/31,上海,169,10,1,34,1,0,158
2020/2/1,上海,182,10,1,13,0,0,171
2020/2/2,上海,203,10,1,21,0,0,192
2020/2/3,上海,208,10,1,5,0,0,197
2020/2/4,上海,233,12,1,25,2,0,220
2020/2/5,上海,254,15,1,21,3,0,238
2020/2/6,上海,277,30,1,23,15,0,246
2020/2/7,上海,281,30,1,4,0,0,250
2020/2/8,上海,292,44,1,11,14,0,247
2020/2/9,上海,299,48,1,7,4,0,250
2020/2/10,上海,303,53,1,4,5,0,249
2020/2/11,上海,306,57,1,3,4,0,248
2020/2/12,上海,313,57,1,7,0,0,255
2020/2/13,上海,318,62,1,5,5,0,255
2020/2/14,上海,326,90,1,8,28,0,235
2020/1/21,四川,5,0,0,0,0,0,5
2020/1/22,四川,8,0,0,3,0,0,8
2020/1/23,四川,15,0,0,7,0,0,15
2020/1/24,四川,28,0,0,13,0,0,28
2020/1/25,四川,44,0,0,16,0,0,44
2020/1/26,四川,69,0,0,25,0,0,69
2020/1/27,四川,90,0,0,21,0,0,90
2020/1/28,四川,108,1,0,18,1,0,107
2020/1/29,四川,142,1,1,34,0,1,140
2020/1/30,四川,177,1,1,35,0,0,175
2020/1/31,四川,207,3,1,30,2,0,203
2020/2/1,四川,231,9,1,24,6,0,221
2020/2/2,四川,254,13,1,23,4,0,240
2020/2/3,四川,282,14,1,28,1,0,267
2020/2/4,四川,301,23,1,19,9,0,277
2020/2/5,四川,321,27,1,20,4,0,293
2020/2/6,四川,344,37,1,23,10,0,306
2020/2/7,四川,363,50,1,19,13,0,312
2020/2/8,四川,386,62,1,23,12,0,323
2020/2/9,四川,405,80,1,19,18,0,324
2020/2/10,四川,417,82,1,12,2,0,334
2020/2/11,四川,436,85,1,19,3,0,350
2020/2/12,四川,451,93,1,15,8,0,357
2020/2/13,四川,463,105,1,12,12,0,357
2020/2/14,四川,470,115,1,7,10,0,354
2020/1/21,台湾,1,0,0,0,0,0,1
2020/1/22,台湾,1,0,0,0,0,0,1
2020/1/23,台湾,1,0,0,0,0,0,1
2020/1/24,台湾,3,0,0,2,0,0,3
2020/1/25,台湾,3,0,0,0,0,0,3
2020/1/26,台湾,5,0,0,2,0,0,5
2020/1/27,台湾,8,0,0,3,0,0,8
2020/1/28,台湾,8,0,0,0,0,0,8
2020/1/29,台湾,9,0,0,1,0,0,9
2020/1/30,台湾,10,0,0,1,0,0,10
2020/1/31,台湾,10,0,0,0,0,0,10
2020/2/1,台湾,10,0,0,0,0,0,10
2020/2/2,台湾,10,0,0,0,0,0,10
2020/2/3,台湾,10,0,0,0,0,0,10
2020/2/4,台湾,11,0,0,1,0,0,11
2020/2/5,台湾,11,0,0,0,0,0,11
2020/2/6,台湾,16,1,0,5,1,0,15
2020/2/7,台湾,17,1,0,1,0,0,16
2020/2/8,台湾,17,1,0,0,0,0,16
2020/2/9,台湾,18,1,0,1,0,0,17
2020/2/10,台湾,18,1,0,0,0,0,17
2020/2/11,台湾,18,1,0,0,0,0,17
2020/2/12,台湾,18,1,0,0,0,0,17
2020/2/13,台湾,18,1,0,0,0,0,17
2020/2/14,台湾,18,1,0,0,0,0,17
2020/1/21,天津,4,0,0,0,0,0,4
2020/1/22,天津,4,0,0,0,0,0,4
2020/1/23,天津,8,0,0,4,0,0,8
2020/1/24,天津,10,0,0,2,0,0,10
2020/1/25,天津,13,0,0,3,0,0,13
2020/1/26,天津,22,0,0,9,0,0,22
2020/1/27,天津,23,0,0,1,0,0,23
2020/1/28,天津,24,0,0,1,0,0,24
2020/1/29,天津,27,0,0,3,0,0,27
2020/1/30,天津,31,0,0,4,0,0,31
2020/1/31,天津,32,0,0,1,0,0,32
2020/2/1,天津,41,0,0,9,0,0,41
2020/2/2,天津,48,1,0,7,1,0,47
2020/2/3,天津,60,1,0,12,0,0,59
2020/2/4,天津,67,2,0,7,1,0,65
2020/2/5,天津,69,2,1,2,0,1,66
2020/2/6,天津,79,2,1,10,0,0,76
2020/2/7,天津,81,2,1,2,0,0,78
2020/2/8,天津,88,4,1,7,2,0,83
2020/2/9,天津,94,8,1,6,4,0,85
2020/2/10,天津,95,8,2,1,0,1,85
2020/2/11,天津,106,10,2,11,2,0,94
2020/2/12,天津,112,11,2,6,1,0,99
2020/2/13,天津,119,21,3,7,10,1,95
2020/2/14,天津,121,32,3,2,11,0,86
2020/1/21,西藏,0,0,0,0,0,0,0
2020/1/22,西藏,0,0,0,0,0,0,0
2020/1/23,西藏,0,0,0,0,0,0,0
2020/1/24,西藏,0,0,0,0,0,0,0
2020/1/25,西藏,0,0,0,0,0,0,0
2020/1/26,西藏,0,0,0,0,0,0,0
2020/1/27,西藏,0,0,0,0,0,0,0
2020/1/28,西藏,0,0,0,0,0,0,0
2020/1/29,西藏,1,0,0,1,0,0,1
2020/1/30,西藏,1,0,0,0,0,0,1
2020/1/31,西藏,1,0,0,0,0,0,1
2020/2/1,西藏,1,0,0,0,0,0,1
2020/2/2,西藏,1,0,0,0,0,0,1
2020/2/3,西藏,1,0,0,0,0,0,1
2020/2/4,西藏,1,0,0,0,0,0,1
2020/2/5,西藏,1,0,0,0,0,0,1
2020/2/6,西藏,1,0,0,0,0,0,1
2020/2/7,西藏,1,0,0,0,0,0,1
2020/2/8,西藏,1,0,0,0,0,0,1
2020/2/9,西藏,1,0,0,0,0,0,1
2020/2/10,西藏,1,0,0,0,0,0,1
2020/2/11,西藏,1,0,0,0,0,0,1
2020/2/12,西藏,1,1,0,0,1,0,0
2020/2/13,西藏,1,1,0,0,0,0,0
2020/2/14,西藏,1,1,0,0,0,0,0
2020/1/21,香港,0,0,0,0,0,0,0
2020/1/22,香港,2,0,0,2,0,0,2
2020/1/23,香港,2,0,0,0,0,0,2
2020/1/24,香港,5,0,0,3,0,0,5
2020/1/25,香港,5,0,0,0,0,0,5
2020/1/26,香港,8,0,0,3,0,0,8
2020/1/27,香港,8,0,0,0,0,0,8
2020/1/28,香港,10,0,0,2,0,0,10
2020/1/29,香港,10,0,0,0,0,0,10
2020/1/30,香港,12,0,0,2,0,0,12
2020/1/31,香港,13,0,0,1,0,0,13
2020/2/1,香港,14,0,0,1,0,0,14
2020/2/2,香港,15,0,0,1,0,0,15
2020/2/3,香港,15,0,0,0,0,0,15
2020/2/4,香港,18,0,1,3,0,1,17
2020/2/5,香港,21,0,1,3,0,0,20
2020/2/6,香港,25,0,1,4,0,0,24
2020/2/7,香港,26,0,1,1,0,0,25
2020/2/8,香港,26,0,1,0,0,0,25
2020/2/9,香港,38,0,1,12,0,0,37
2020/2/10,香港,49,0,1,11,0,0,48
2020/2/11,香港,49,0,1,0,0,0,48
2020/2/12,香港,50,1,1,1,1,0,48
2020/2/13,香港,53,1,1,3,0,0,51
2020/2/14,香港,56,1,1,3,0,0,54
2020/1/21,新疆,0,0,0,0,0,0,0
2020/1/22,新疆,2,0,0,2,0,0,2
2020/1/23,新疆,2,0,0,0,0,0,2
2020/1/24,新疆,3,0,0,1,0,0,3
2020/1/25,新疆,4,0,0,1,0,0,4
2020/1/26,新疆,5,0,0,1,0,0,5
2020/1/27,新疆,10,0,0,5,0,0,10
2020/1/28,新疆,13,0,0,3,0,0,13
2020/1/29,新疆,14,0,0,1,0,0,14
2020/1/30,新疆,17,0,0,3,0,0,17
2020/1/31,新疆,18,0,0,1,0,0,18
2020/2/1,新疆,21,0,0,3,0,0,21
2020/2/2,新疆,24,0,0,3,0,0,24
2020/2/3,新疆,29,0,0,5,0,0,29
2020/2/4,新疆,32,0,0,3,0,0,32
2020/2/5,新疆,36,0,0,4,0,0,36
2020/2/6,新疆,36,0,0,0,0,0,36
2020/2/7,新疆,42,0,0,6,0,0,42
2020/2/8,新疆,45,0,0,3,0,0,45
2020/2/9,新疆,49,0,0,4,0,0,49
2020/2/10,新疆,55,0,0,6,0,0,55
2020/2/11,新疆,59,3,0,4,3,0,56
2020/2/12,新疆,63,3,1,4,0,1,59
2020/2/13,新疆,65,6,1,2,3,0,58
2020/2/14,新疆,70,6,1,5,0,0,63
2020/1/21,云南,1,0,0,0,0,0,1
2020/1/22,云南,1,0,0,0,0,0,1
2020/1/23,云南,5,0,0,4,0,0,5
2020/1/24,云南,11,0,0,6,0,0,11
2020/1/25,云南,11,0,0,0,0,0,11
2020/1/26,云南,26,0,0,15,0,0,26
2020/1/27,云南,44,0,0,18,0,0,44
2020/1/28,云南,55,0,0,11,0,0,55
2020/1/29,云南,70,0,0,15,0,0,70
2020/1/30,云南,83,1,0,13,1,0,82
2020/1/31,云南,91,2,0,8,1,0,89
2020/2/1,云南,105,3,0,14,1,0,102
2020/2/2,云南,114,5,0,9,2,0,109
2020/2/3,云南,117,5,0,3,0,0,112
2020/2/4,云南,122,5,0,5,0,0,117
2020/2/5,云南,128,5,0,6,0,0,123
2020/2/6,云南,136,12,0,8,7,0,124
2020/2/7,云南,138,12,0,2,0,0,126
2020/2/8,云南,140,17,0,2,5,0,123
2020/2/9,云南,149,19,0,9,2,0,130
2020/2/10,云南,153,20,0,4,1,0,133
2020/2/11,云南,154,20,0,1,0,0,134
2020/2/12,云南,155,23,0,1,3,0,132
2020/2/13,云南,162,27,0,7,4,0,135
2020/2/14,云南,162,35,0,0,8,0,127
2020/1/21,浙江,10,0,0,0,0,0,10
2020/1/22,浙江,27,1,0,17,1,0,26
2020/1/23,浙江,43,1,0,16,0,0,42
2020/1/24,浙江,62,1,0,19,0,0,61
2020/1/25,浙江,104,1,0,42,0,0,103
2020/1/26,浙江,128,1,0,24,0,0,127
2020/1/27,浙江,173,3,0,45,2,0,170
2020/1/28,浙江,296,4,0,123,1,0,292
2020/1/29,浙江,428,8,0,132,4,0,420
2020/1/30,浙江,538,9,0,110,1,0,529
2020/1/31,浙江,599,20,0,61,11,0,579
2020/2/1,浙江,661,23,0,62,3,0,638
2020/2/2,浙江,724,43,0,63,20,0,681
2020/2/3,浙江,829,48,0,105,5,0,781
2020/2/4,浙江,895,63,0,66,15,0,832
2020/2/5,浙江,954,81,0,59,18,0,873
2020/2/6,浙江,1006,122,0,52,41,0,884
2020/2/7,浙江,1048,127,0,42,5,0,921
2020/2/8,浙江,1075,185,0,27,58,0,890
2020/2/9,浙江,1092,239,0,17,54,0,853
2020/2/10,浙江,1117,250,0,25,11,0,867
2020/2/11,浙江,1131,279,0,14,29,0,852
2020/2/12,浙江,1145,327,0,14,48,0,818
2020/2/13,浙江,1155,367,0,10,40,0,788
2020/2/14,浙江,1162,409,0,7,42,0,753
2020/1/21,重庆,6,0,0,0,0,0,6
2020/1/22,重庆,9,0,0,3,0,0,9
2020/1/23,重庆,27,0,0,18,0,0,27
2020/1/24,重庆,57,0,0,30,0,0,57
2020/1/25,重庆,75,0,0,18,0,0,75
2020/1/26,重庆,110,0,0,35,0,0,110
2020/1/27,重庆,132,0,0,22,0,0,132
2020/1/28,重庆,147,0,0,15,0,0,147
2020/1/29,重庆,182,2,0,35,2,0,180
2020/1/30,重庆,211,2,0,29,0,0,209
2020/1/31,重庆,247,3,1,36,1,1,243
2020/2/1,重庆,275,8,1,28,5,0,266
2020/2/2,重庆,312,8,2,37,0,1,302
2020/2/3,重庆,337,9,2,25,1,0,326
2020/2/4,重庆,366,14,2,29,5,0,350
2020/2/5,重庆,389,15,2,23,1,0,372
2020/2/6,重庆,415,31,2,26,16,0,382
2020/2/7,重庆,426,31,2,11,0,0,393
2020/2/8,重庆,446,39,2,20,8,0,405
2020/2/9,重庆,466,64,2,20,25,0,400
2020/2/10,重庆,489,72,2,23,8,0,415
2020/2/11,重庆,505,79,3,16,7,1,423
2020/2/12,重庆,518,102,3,13,23,0,413
2020/2/13,重庆,529,128,4,11,26,1,397
2020/2/14,重庆,537,152,5,8,24,1,380
2020/1/21,总计,544,0,17,0,0,0,527
2020/1/22,总计,639,0,17,95,0,0,622
2020/1/23,总计,881,35,26,242,35,9,820
2020/1/24,总计,1377,38,41,496,3,15,1298
2020/1/25,总计,2005,48,56,628,10,15,1901
2020/1/26,总计,2857,54,82,852,6,26,2721
2020/1/27,总计,4630,68,106,1773,14,24,4456
2020/1/28,总计,6096,112,132,1466,44,26,5852
2020/1/29,总计,8149,139,171,2053,27,39,7839
2020/1/30,总计,9812,183,213,1663,44,42,9416
2020/1/31,总计,11899,258,259,2087,75,46,11382
2020/2/1,总计,14490,361,304,2591,103,45,13825
2020/2/2,总计,17339,512,361,2849,151,57,16466
2020/2/3,总计,20420,634,425,3081,122,64,19361
2020/2/4,总计,24295,893,491,3875,259,66,22911
2020/2/5,总计,28025,1139,564,3730,246,73,26322
2020/2/6,总计,31249,1682,637,3224,543,73,28930
2020/2/7,总计,34622,2067,723,3373,385,86,31832
2020/2/8,总计,37251,2714,813,2629,647,90,33724
2020/2/9,总计,40247,3430,909,2996,716,96,35908
2020/2/10,总计,42744,4045,1017,2497,615,108,37682
2020/2/11,总计,44736,4763,1114,1992,718,97,38859
2020/2/12,总计,58839,5686,1259,14103,923,145,51894
2020/2/13,总计,63935,6763,1381,5096,1077,122,55791
2020/2/14,总计,66568,8114,1523,2633,1351,142,56931
