日期,地区,确诊人数,死亡人数,治愈人数,扩散曲线,消亡曲线,拐点曲线,三日平均扩散曲线,三日平均消亡曲线,三日平均拐点曲线,插值出院天数,插值三日平均出院天数
2月6日,武汉,11618,478,534,0.14836414,0.01650687,-0.13185727,0.222649952,0.015888298,-0.206761654,10.64798206,9.815769806
2月7日,武汉,13603,545,698,0.170855569,0.01988294,-0.150972629,0.17689713,0.016720205,-0.160176924,11.38901345,10.62406577
2月8日,武汉,14982,608,877,0.101374697,0.017790193,-0.083584503,0.140198135,0.018060001,-0.122138134,12.117713,11.38490284
2月9日,武汉,16902,681,1044,0.128153785,0.016019223,-0.112134561,0.13346135,0.017897452,-0.115563898,12.57142857,12.02605168
2月10日,武汉,18454,748,1206,0.091823453,0.013548692,-0.07827476,0.107117311,0.015786036,-0.091331275,12.86235955,12.51716704
1月21日,仙桃,0,0,0,-1,-0.105884903,0.894115097,-0.260007588,-0.025438996,0.234568592,0,8.477929374
1月22日,仙桃,0,0,0,0,0,0,-0.302725516,-0.030778737,0.271946779,0,4.287453184
1月23日,仙桃,2,0,0,0,0,0,-0.333333333,-0.035294968,0.298038366,0,0
1月24日,仙桃,10,0,0,4,0,-4,1.333333333,0,-1.333333333,0,0
1月25日,仙桃,11,0,0,0.1,0,-0.1,1.366666667,0,-1.366666667,0,0
1月26日,仙桃,12,0,0,0.090909091,0,-0.090909091,1.396969697,0,-1.396969697,0,0
1月27日,仙桃,27,0,0,1.25,0,-1.25,0.48030303,0,-0.48030303,0,0
1月28日,仙桃,32,0,0,0.185185185,0,-0.185185185,0.508698092,0,-0.508698092,0,0
1月29日,仙桃,55,0,0,0.71875,0,-0.71875,0.717978395,0,-0.717978395,0,0
1月30日,仙桃,90,1,0,0.636363636,0.018181818,-0.618181818,0.513432941,0.006060606,-0.507372334,7.5,2.5
1月31日,仙桃,97,1,0,0.077777778,0,-0.077777778,0.477630471,0.006060606,-0.471569865,8.5,5.333333333
2月1日,仙桃,140,3,0,0.443298969,0.020618557,-0.422680412,0.385813461,0.012933458,-0.372880003,8.875,8.291666667
2月2日,仙桃,169,3,0,0.207142857,0,-0.207142857,0.242739868,0.006872852,-0.235867016,9.875,9.083333333
2月3日,仙桃,188,3,0,0.112426036,0,-0.112426036,0.254289287,0.006872852,-0.247416435,10.875,9.875
2月4日,仙桃,225,4,0,0.196808511,0.005319149,-0.191489362,0.172125801,0.00177305,-0.170352751,11.75,10.83333333
2月5日,仙桃,265,5,0,0.177777778,0.004444444,-0.173333333,0.162337441,0.003254531,-0.15908291,12.625,11.75
2月6日,仙桃,307,5,11,0.158490566,0.041509434,-0.116981132,0.177692285,0.017091009,-0.160601276,10.73333333,11.70277778
2月7日,仙桃,359,5,14,0.169381107,0.009771987,-0.159609121,0.168549817,0.018575288,-0.149974529,11.53333333,11.63055556
2月8日,仙桃,379,5,16,0.055710306,0.005571031,-0.050139276,0.12786066,0.018950817,-0.108909843,12.4,11.55555556
2月9日,仙桃,416,7,16,0.09762533,0.005277045,-0.092348285,0.107572248,0.006873354,-0.100698894,13.26666667,12.4
2月10日,仙桃,438,11,41,0.052884615,0.069711538,0.016826923,0.068740084,0.026853205,-0.041886879,12.13043478,12.59903382
1月21日,咸宁,0,0,0,-1,-0.118721461,0.881278539,-0.283163352,-0.014577626,0.268585726,0,8.465700483
1月22日,咸宁,0,0,0,0,0,0,-0.315705128,-0.016336641,0.299368487,0,4.043478261
1月23日,咸宁,0,0,0,0,0,0,-0.333333333,-0.03957382,0.293759513,0,0
1月24日,咸宁,0,0,0,0,0,0,0,0,0,0,0
1月25日,咸宁,43,0,0,0,0,0,0,0,0,0,0
1月26日,咸宁,64,0,0,0.488372093,0,-0.488372093,0.162790698,0,-0.162790698,0,0
1月27日,咸宁,91,0,0,0.421875,0,-0.421875,0.303415698,0,-0.303415698,0,0
1月28日,咸宁,112,0,0,0.230769231,0,-0.230769231,0.380338775,0,-0.380338775,0,0
1月29日,咸宁,130,0,0,0.160714286,0,-0.160714286,0.271119505,0,-0.271119505,0,0
1月30日,咸宁,166,0,0,0.276923077,0,-0.276923077,0.222802198,0,-0.222802198,0,0
1月31日,咸宁,206,0,1,0.240963855,0.006024096,-0.234939759,0.226200406,0.002008032,-0.224192374,6.976744186,2.325581395
2月1日,咸宁,246,0,1,0.194174757,0,-0.194174757,0.237353897,0.002008032,-0.235345864,7.976744186,4.984496124
2月2日,咸宁,296,0,1,0.203252033,0,-0.203252033,0.212796882,0.002008032,-0.21078885,8.976744186,7.976744186
2月3日,咸宁,348,0,2,0.175675676,0.003378378,-0.172297297,0.191034155,0.001126126,-0.189908029,9.953488372,8.968992248
2月4日,咸宁,384,0,2,0.103448276,0,-0.103448276,0.160791995,0.001126126,-0.159665869,10.95348837,9.96124031
2月5日,咸宁,399,1,3,0.0390625,0.005208333,-0.033854167,0.106062151,0.002862237,-0.103199913,11.90697674,10.9379845
2月6日,咸宁,443,1,6,0.110275689,0.007518797,-0.102756892,0.084262155,0.004242377,-0.080019778,12.8372093,11.89922481
2月7日,咸宁,476,2,12,0.074492099,0.015801354,-0.058690745,0.074610096,0.009509495,-0.065100601,13.6744186,12.80620155
2月8日,咸宁,493,4,23,0.035714286,0.027310924,-0.008403361,0.073494025,0.016877025,-0.056616999,14.37209302,13.62790698
2月9日,咸宁,507,4,44,0.028397566,0.042596349,0.014198783,0.046201317,0.028569543,-0.017631774,14.76190476,14.26947213
2月10日,咸宁,515,5,51,0.015779093,0.015779093,-7.98E-17,0.026630315,0.028562122,0.001931807,15.38095238,14.83831672
1月21日,襄阳,0,0,0,-1,-0.108737864,0.891262136,-0.31860778,-0.016787474,0.301820306,0,10.04761905
1月22日,襄阳,0,0,0,0,0,0,-0.328073636,-0.030986257,0.297087379,0,5.126984127
1月23日,襄阳,0,0,0,0,0,0,-0.333333333,-0.036245955,0.297087379,0,0
1月24日,襄阳,0,0,0,0,0,0,0,0,0,0,0
1月25日,襄阳,2,0,0,0,0,0,0,0,0,0,0
1月26日,襄阳,36,0,0,17,0,-17,5.666666667,0,-5.666666667,0,0
1月27日,襄阳,70,0,0,0.944444444,0,-0.944444444,5.981481481,0,-5.981481481,0,0
1月28日,襄阳,131,0,0,0.871428571,0,-0.871428571,6.271957672,0,-6.271957672,0,0
1月29日,襄阳,163,0,0,0.244274809,0,-0.244274809,0.686715942,0,-0.686715942,0,0
1月30日,襄阳,286,0,0,0.754601227,0,-0.754601227,0.623434869,0,-0.623434869,0,0
1月31日,襄阳,347,0,0,0.213286713,0,-0.213286713,0.40405425,0,-0.40405425,0,0
2月1日,襄阳,441,0,0,0.270893372,0,-0.270893372,0.412927104,0,-0.412927104,0,0
2月2日,襄阳,548,0,0,0.242630385,0,-0.242630385,0.242270157,0,-0.242270157,0,0
2月3日,襄阳,632,1,3,0.153284672,0.00729927,-0.145985401,0.222269476,0.00243309,-0.219836386,8.941176471,2.980392157
2月4日,襄阳,735,2,13,0.162974684,0.017405063,-0.14556962,0.18629658,0.008234778,-0.178061802,9.617647059,6.18627451
2月5日,襄阳,787,2,16,0.070748299,0.004081633,-0.066666667,0.129002551,0.009595322,-0.119407229,10.52941176,9.696078431
2月6日,襄阳,838,3,35,0.06480305,0.025412961,-0.039390089,0.099508677,0.015633219,-0.083875459,10.94117647,10.3627451
2月7日,襄阳,907,5,37,0.082338902,0.00477327,-0.077565632,0.072630084,0.011422621,-0.061207463,11.82352941,11.09803922
2月8日,襄阳,988,7,46,0.089305402,0.012127894,-0.077177508,0.078815785,0.014104708,-0.064711077,12.5,11.75490196
2月9日,襄阳,1019,9,48,0.031376518,0.004048583,-0.027327935,0.067673608,0.006983249,-0.060690359,13.38235294,12.56862745
2月10日,襄阳,1063,12,55,0.043179588,0.009813543,-0.033366045,0.054620503,0.00866334,-0.045957163,14.08823529,13.32352941
1月21日,孝感,0,0,0,-1,-0.063029163,0.936970837,-0.308481298,-0.016389012,0.292092286,0,9.156862745
1月22日,孝感,0,0,0,0,0,0,-0.318940137,-0.01773854,0.301201597,0,4.696078431
1月23日,孝感,22,0,0,0,0,0,-0.333333333,-0.021009721,0.312323612,0,0
1月24日,孝感,26,0,0,0.181818182,0,-0.181818182,0.060606061,0,-0.060606061,0,0
1月25日,孝感,55,0,0,1.115384615,0,-1.115384615,0.432400932,0,-0.432400932,0,0
1月26日,孝感,100,1,0,0.818181818,0.018181818,-0.8,0.705128205,0.006060606,-0.699067599,3.954545455,1.318181818
1月27日,孝感,173,1,0,0.73,0,-0.73,0.887855478,0.006060606,-0.881794872,4.954545455,2.96969697
1月28日,孝感,274,3,0,0.583815029,0.011560694,-0.572254335,0.710665616,0.009914171,-0.700751445,5.863636364,4.924242424
1月29日,孝感,399,6,0,0.45620438,0.010948905,-0.445255474,0.590006469,0.0075032,-0.58250327,6.727272727,5.848484848
1月30日,孝感,541,9,2,0.355889724,0.012531328,-0.343358396,0.465303044,0.011680309,-0.453622735,7.5,6.696969697
1月31日,孝感,628,12,2,0.160813309,0.005545287,-0.155268022,0.324302471,0.009675173,-0.314627298,8.363636364,7.53030303
2月1日,孝感,749,14,2,0.192675159,0.003184713,-0.189490446,0.236459397,0.007087109,-0.229372288,9.272727273,8.378787879
2月2日,孝感,918,14,2,0.225634179,0,-0.225634179,0.193040882,0.00291,-0.190130882,10.27272727,9.303030303
2月3日,孝感,1120,17,4,0.220043573,0.005446623,-0.21459695,0.212784304,0.002877112,-0.209907192,11.04545455,10.1969697
2月4日,孝感,1462,18,6,0.305357143,0.002678571,-0.302678571,0.250344965,0.002708398,-0.247636567,11.5,10.93939394
2月5日,孝感,1886,25,9,0.29001368,0.006839945,-0.283173735,0.271804799,0.00498838,-0.266816419,11.72413793,11.42319749
2月6日,孝感,2141,25,25,0.135206787,0.008483563,-0.126723224,0.24352587,0.006000693,-0.237525177,12.17241379,11.79885057
2月7日,孝感,2313,26,38,0.080336291,0.006539,-0.073797291,0.168518919,0.007287503,-0.161231416,12.8,12.23218391
2月8日,孝感,2436,29,45,0.053177691,0.00432339,-0.048854302,0.08957359,0.006448651,-0.083124939,13.57777778,12.85006386
2月9日,孝感,2541,33,81,0.043103448,0.016420361,-0.026683087,0.058872477,0.00909425,-0.049778227,13.80821918,13.39533232
2月10日,孝感,2642,41,139,0.039748131,0.025974026,-0.013774105,0.04534309,0.015572592,-0.029770498,13.93069307,13.77223001
1月21日,宜昌,0,0,0,-1,-0.068130204,0.931869796,-0.30571614,-0.008578606,0.297137535,0,9.246304082
1月22日,宜昌,0,0,0,0,0,0,-0.320083956,-0.014052059,0.306031897,0,4.643564356
1月23日,宜昌,1,1,0,0,0,0,-0.333333333,-0.022710068,0.310623265,-1,-0.333333333
1月24日,宜昌,1,1,0,0,0,0,0,0,0,0,-0.333333333
1月25日,宜昌,20,1,0,19,0,-19,6.333333333,0,-6.333333333,1,0
1月26日,宜昌,31,1,0,0.55,0,-0.55,6.516666667,0,-6.516666667,2,1
1月27日,宜昌,51,1,0,0.64516129,0,-0.64516129,6.73172043,0,-6.73172043,3,2
1月28日,宜昌,63,1,0,0.235294118,0,-0.235294118,0.476818469,0,-0.476818469,4,3
1月29日,宜昌,117,1,0,0.857142857,0,-0.857142857,0.579199422,0,-0.579199422,5,4
1月30日,宜昌,167,1,0,0.427350427,0,-0.427350427,0.506595801,0,-0.506595801,6,5
1月31日,宜昌,276,1,0,0.652694611,0,-0.652694611,0.645729298,0,-0.645729298,7,6
2月1日,宜昌,353,1,0,0.278985507,0,-0.278985507,0.453010182,0,-0.453010182,8,7
2月2日,宜昌,392,1,1,0.110481586,0.002832861,-0.107648725,0.347387235,0.000944287,-0.346442948,8.947368421,7.98245614
2月3日,宜昌,452,3,2,0.153061224,0.007653061,-0.145408163,0.180842773,0.003495307,-0.177347465,9.789473684,8.912280702
2月4日,宜昌,496,4,9,0.097345133,0.017699115,-0.079646018,0.120295981,0.009395012,-0.110900969,10.36842105,9.701754386
2月5日,宜昌,563,6,9,0.135080645,0.004032258,-0.131048387,0.128495667,0.009794811,-0.118700856,11.26315789,10.47368421
2月6日,宜昌,610,7,11,0.08348135,0.005328597,-0.078152753,0.105302376,0.00901999,-0.096282386,12.10526316,11.24561404
2月7日,宜昌,633,8,24,0.037704918,0.02295082,-0.014754098,0.085422304,0.010770558,-0.074651746,11.95,11.77280702
2月8日,宜昌,711,8,36,0.123222749,0.018957346,-0.104265403,0.081469672,0.015745587,-0.065724085,12.35,12.13508772
2月9日,宜昌,749,8,43,0.053445851,0.009845288,-0.043600563,0.071457839,0.017251151,-0.054206688,13,12.43333333
2月10日,宜昌,772,8,52,0.03070761,0.012016021,-0.018691589,0.069125403,0.013606219,-0.055519185,13.25,12.86666667
1月21日,总计,375,9,28,-0.514248705,-0.029792746,0.484455959,-0.143365081,-0.002643812,0.140721269,0,8.75
1月22日,总计,444,17,28,0.184,0.021333333,-0.162666667,-0.099847032,0.001185536,0.101032568,1,4.75
1月23日,总计,549,24,31,0.236486486,0.022522523,-0.213963964,-0.031254073,0.004687703,0.035941776,2,1
1月24日,总计,729,39,32,0.327868852,0.029143898,-0.298724954,0.24945178,0.024333251,-0.225118528,3,2
1月25日,总计,1052,52,42,0.443072702,0.031550069,-0.411522634,0.335809347,0.02773883,-0.308070517,4,3
1月26日,总计,1423,76,44,0.352661597,0.024714829,-0.327946768,0.374534384,0.028469598,-0.346064785,5,4
1月27日,总计,2714,100,47,0.907238229,0.018973999,-0.88826423,0.567657509,0.025079632,-0.542577877,6,5
1月28日,总计,3554,125,80,0.309506264,0.021370671,-0.288135593,0.523135363,0.021686499,-0.501448864,7,6
1月29日,总计,4586,162,90,0.29037704,0.013224536,-0.277152504,0.502373844,0.017856402,-0.484517443,8,7
1月30日,总计,5806,204,116,0.266027039,0.014827737,-0.251199302,0.288636781,0.016474314,-0.272162467,9,8
1月31日,总计,7153,249,166,0.232001378,0.016362384,-0.215638994,0.262801819,0.014804885,-0.247996934,9.420289855,8.806763285
2月1日,总计,9074,294,215,0.268558647,0.013141339,-0.255417307,0.255529021,0.014777153,-0.240751868,9.380952381,9.267080745
2月2日,总计,11177,350,295,0.231761076,0.014987877,-0.216773198,0.244107033,0.014830533,-0.2292765,9.466666667,9.422636301
2月3日,总计,13522,414,396,0.209805851,0.014762459,-0.195043393,0.236708525,0.014297225,-0.222411299,9.749226006,9.532281685
2月4日,总计,16678,479,520,0.233397426,0.013977222,-0.219420204,0.224988118,0.014575853,-0.210412265,10.16408669,9.793326453
2月5日,总计,19665,549,633,0.179098213,0.010972539,-0.168125675,0.20743383,0.013237407,-0.194196424,10.64959569,10.18763613
2月6日,总计,22112,618,817,0.124434274,0.012865497,-0.111568777,0.178976638,0.012605086,-0.166371552,10.99070488,10.60146242
2月7日,总计,24953,699,1115,0.128482272,0.017140014,-0.111342258,0.14400492,0.01365935,-0.13034557,11.697134,11.11247819
2月8日,总计,27100,780,1439,0.086041759,0.016230513,-0.069811245,0.112986102,0.015412008,-0.097574093,12.3834237,11.69042086
2月9日,总计,29631,871,1795,0.093394834,0.016494465,-0.076900369,0.102639622,0.016621664,-0.086017957,13.03718048,12.3725794
2月10日,总计,31728,974,2222,0.070770477,0.017886673,-0.052883804,0.083402356,0.01687055,-0.066531806,13.42619048,12.94893155
