日期,省份,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊,扩散曲线
2020/2/4,湖北,16678,520,479,3156,124,65,15679,0.248269352
2020/2/5,湖北,19665,633,549,2987,113,70,18483,0.190509599
2020/2/6,湖北,22112,817,618,2447,184,69,20677,0.132391928
2020/2/7,湖北,24953,1115,699,2841,298,81,23139,0.137399042
2020/2/8,湖北,27100,1439,780,2147,324,81,24881,0.092787069
2020/2/9,湖北,29631,1795,871,2531,356,91,26965,0.101724207
2020/2/10,湖北,31728,2222,974,2097,427,103,28532,0.077767476
2020/2/11,湖北,33366,2639,1068,1638,417,94,29659,0.057409225
2020/2/12,湖北,47163,3172,1202,13797,533,134,42789,0.465187633
2020/2/13,湖北,51986,3862,1318,4823,690,116,46806,0.112715885
2020/2/14,湖北,54406,4774,1457,2420,912,139,48175,0.051702773
2020/2/15,湖北,56249,5623,1596,1843,849,139,49030,0.038256357
2020/2/16,湖北,58182,6639,1696,1933,1016,100,49847,0.039424842
2020/2/17,湖北,59989,7862,1789,1807,1223,93,50338,0.036250928
2020/2/18,湖北,61682,9128,1921,1693,1266,132,50633,0.033632643
2020/2/19,湖北,62457,10337,2029,775,1209,108,50091,0.015306223
2020/2/20,湖北,63088,11788,2144,631,1451,115,49156,0.012597073
2020/2/21,湖北,63454,13557,2250,366,1769,106,47647,0.007445683
2020/2/22,湖北,63889,15299,2346,435,1742,96,46244,0.009129641
2020/2/23,湖北,64287,16738,2495,398,1439,149,45054,0.008606522
2020/2/24,湖北,64786,18854,2563,499,2116,68,43369,0.011075598
2020/2/25,湖北,65187,20912,2615,401,2058,52,41660,0.009246236
2020/2/26,湖北,65596,23200,2641,409,2288,26,39755,0.009817571
2020/2/27,湖北,65914,26403,2682,318,3203,41,36829,0.007998994
2020/1/21,湖南,4,0,0,0,0,0,4,0
2020/1/22,湖南,9,0,0,5,0,0,9,1.25
2020/1/23,湖南,24,0,0,15,0,0,24,1.666666667
2020/1/24,湖南,43,0,0,19,0,0,43,0.791666667
2020/1/25,湖南,69,0,0,26,0,0,69,0.604651163
2020/1/26,湖南,100,0,0,31,0,0,100,0.449275362
2020/1/27,湖南,143,0,0,43,0,0,143,0.43
2020/1/28,湖南,221,0,0,78,0,0,221,0.545454545
2020/1/29,湖南,277,2,0,56,2,0,275,0.253393665
2020/1/30,湖南,332,2,0,55,0,0,330,0.2
2020/1/31,湖南,389,5,0,57,3,0,384,0.172727273
2020/2/1,湖南,463,12,0,74,7,0,451,0.192708333
2020/2/2,湖南,521,21,0,58,9,0,500,0.128603104
2020/2/3,湖南,593,22,0,72,1,0,571,0.144
2020/2/4,湖南,661,35,0,68,13,0,626,0.119089317
2020/2/5,湖南,711,56,0,50,21,0,655,0.079872204
2020/2/6,湖南,772,112,0,61,56,0,660,0.093129771
2020/2/7,湖南,803,119,0,31,7,0,684,0.046969697
2020/2/8,湖南,838,159,1,35,40,1,678,0.051169591
2020/2/9,湖南,879,204,1,41,45,0,674,0.060471976
2020/2/10,湖南,912,213,1,33,9,0,698,0.048961424
2020/2/11,湖南,946,263,2,34,50,1,681,0.048710602
2020/2/12,湖南,968,312,2,22,49,0,654,0.032305433
2020/2/13,湖南,988,352,2,20,40,0,634,0.03058104
2020/2/14,湖南,1001,389,2,13,37,0,610,0.020504732
2020/2/15,湖南,1004,430,3,3,41,1,571,0.004918033
2020/2/16,湖南,1006,467,3,2,37,0,536,0.003502627
2020/2/17,湖南,1007,501,4,1,34,1,502,0.001865672
2020/2/18,湖南,1008,542,4,1,41,0,462,0.001992032
2020/2/19,湖南,1010,578,4,2,36,0,428,0.004329004
2020/2/20,湖南,1011,638,4,1,60,0,369,0.002336449
2020/2/21,湖南,1013,670,4,2,32,0,339,0.005420054
2020/2/22,湖南,1016,704,4,3,34,0,308,0.008849558
2020/2/23,湖南,1016,721,4,0,17,0,291,0
2020/2/24,湖南,1016,751,4,0,30,0,261,0
2020/2/25,湖南,1016,779,4,0,28,0,233,0
2020/2/26,湖南,1017,793,4,1,14,0,220,0.004291845
2020/2/27,湖南,1017,820,4,0,27,0,193,0
2020/1/21,吉林,0,0,0,0,0,0,0,0
2020/1/22,吉林,1,0,0,1,0,0,1,0
2020/1/23,吉林,3,0,0,2,0,0,3,2
2020/1/24,吉林,4,0,0,1,0,0,4,0.333333333
2020/1/25,吉林,4,0,0,0,0,0,4,0
2020/1/26,吉林,6,0,0,2,0,0,6,0.5
2020/1/27,吉林,8,0,0,2,0,0,8,0.333333333
2020/1/28,吉林,9,0,0,1,0,0,9,0.125
2020/1/29,吉林,14,1,0,5,1,0,13,0.555555556
2020/1/30,吉林,14,1,0,0,0,0,13,0
2020/1/31,吉林,17,1,0,3,0,0,16,0.230769231
2020/2/1,吉林,23,1,0,6,0,0,22,0.375
2020/2/2,吉林,31,1,0,8,0,0,30,0.363636364
2020/2/3,吉林,42,1,0,11,0,0,41,0.366666667
2020/2/4,吉林,54,1,0,12,0,0,53,0.292682927
2020/2/5,吉林,59,2,0,5,1,0,57,0.094339623
2020/2/6,吉林,65,4,1,6,2,1,60,0.105263158
2020/2/7,吉林,69,4,1,4,0,0,64,0.066666667
2020/2/8,吉林,78,5,1,9,1,0,72,0.140625
2020/2/9,吉林,80,12,1,2,7,0,67,0.027777778
2020/2/10,吉林,81,13,1,1,1,0,67,0.014925373
2020/2/11,吉林,83,18,1,2,5,0,64,0.029850746
2020/2/12,吉林,84,22,1,1,4,0,61,0.015625
2020/2/13,吉林,86,25,1,2,3,0,60,0.032786885
2020/2/14,吉林,88,25,1,2,0,0,62,0.033333333
2020/2/15,吉林,89,28,1,1,3,0,60,0.016129032
2020/2/16,吉林,89,30,1,0,2,0,58,0
2020/2/17,吉林,89,34,1,0,4,0,54,0
2020/2/18,吉林,90,36,1,1,2,0,53,0.018518519
2020/2/19,吉林,91,40,1,1,4,0,50,0.018867925
2020/2/20,吉林,91,44,1,0,4,0,46,0
2020/2/21,吉林,91,46,1,0,2,0,44,0
2020/2/22,吉林,91,52,1,0,6,0,38,0
2020/2/23,吉林,93,54,1,2,2,0,38,0.052631579
2020/2/24,吉林,93,60,1,0,6,0,32,0
2020/2/25,吉林,93,63,1,0,3,0,29,0
2020/2/26,吉林,93,65,1,0,2,0,27,0
2020/2/27,吉林,93,68,1,0,3,0,24,0
2020/1/21,江苏,0,0,0,0,0,0,0,0
2020/1/22,江苏,5,0,0,5,0,0,5,0
2020/1/23,江苏,9,0,0,4,0,0,9,0.8
2020/1/24,江苏,18,1,0,9,1,0,17,1
2020/1/25,江苏,31,1,0,13,0,0,30,0.764705882
2020/1/26,江苏,47,1,0,16,0,0,46,0.533333333
2020/1/27,江苏,70,1,0,23,0,0,69,0.5
2020/1/28,江苏,99,1,0,29,0,0,98,0.420289855
2020/1/29,江苏,129,1,0,30,0,0,128,0.306122449
2020/1/30,江苏,168,5,0,39,4,0,163,0.3046875
2020/1/31,江苏,202,6,0,34,1,0,196,0.208588957
2020/2/1,江苏,236,7,0,34,1,0,229,0.173469388
2020/2/2,江苏,271,7,0,35,0,0,264,0.152838428
2020/2/3,江苏,308,8,0,37,1,0,300,0.140151515
2020/2/4,江苏,341,13,0,33,5,0,328,0.11
2020/2/5,江苏,373,26,0,32,13,0,347,0.097560976
2020/2/6,江苏,408,43,0,35,17,0,365,0.100864553
2020/2/7,江苏,439,43,0,31,0,0,396,0.084931507
2020/2/8,江苏,468,70,0,29,27,0,398,0.073232323
2020/2/9,江苏,492,80,0,24,10,0,412,0.060301508
2020/2/10,江苏,515,84,0,23,4,0,431,0.055825243
2020/2/11,江苏,543,94,0,28,10,0,449,0.064965197
2020/2/12,江苏,570,131,0,27,37,0,439,0.06013363
2020/2/13,江苏,593,137,0,23,6,0,456,0.0523918
2020/2/14,江苏,604,160,0,11,23,0,444,0.024122807
2020/2/15,江苏,617,190,0,13,30,0,427,0.029279279
2020/2/16,江苏,626,226,0,9,36,0,400,0.021077283
2020/2/17,江苏,629,263,0,3,37,0,366,0.0075
2020/2/18,江苏,631,296,0,2,33,0,335,0.005464481
2020/2/19,江苏,631,325,0,0,29,0,306,0
2020/2/20,江苏,631,352,0,0,27,0,279,0
2020/2/21,江苏,631,387,0,0,35,0,244,0
2020/2/22,江苏,631,411,0,0,24,0,220,0
2020/2/23,江苏,631,427,0,0,16,0,204,0
2020/2/24,江苏,631,458,0,0,31,0,173,0
2020/2/25,江苏,631,463,0,0,5,0,168,0
2020/2/26,江苏,631,494,0,0,31,0,137,0
2020/2/27,江苏,631,506,0,0,12,0,125,0
2020/1/21,江西,2,0,0,0,0,0,2,0
2020/1/22,江西,3,0,0,1,0,0,3,0.5
2020/1/23,江西,7,0,0,4,0,0,7,1.333333333
2020/1/24,江西,18,0,0,11,0,0,18,1.571428571
2020/1/25,江西,36,0,0,18,0,0,36,1
2020/1/26,江西,48,0,0,12,0,0,48,0.333333333
2020/1/27,江西,72,3,0,24,3,0,69,0.5
2020/1/28,江西,109,3,0,37,0,0,106,0.536231884
2020/1/29,江西,162,3,0,53,0,0,159,0.5
2020/1/30,江西,240,6,0,78,3,0,234,0.490566038
2020/1/31,江西,286,8,0,46,2,0,278,0.196581197
2020/2/1,江西,333,9,0,47,1,0,324,0.169064748
2020/2/2,江西,391,18,0,58,9,0,373,0.179012346
2020/2/3,江西,476,19,0,85,1,0,457,0.227882038
2020/2/4,江西,548,27,0,72,8,0,521,0.157549234
2020/2/5,江西,600,37,0,52,10,0,563,0.099808061
2020/2/6,江西,661,45,0,61,8,0,616,0.108348135
2020/2/7,江西,698,55,0,37,10,0,643,0.060064935
2020/2/8,江西,740,72,0,42,17,0,668,0.065318818
2020/2/9,江西,771,102,1,31,30,1,668,0.046407186
2020/2/10,江西,804,127,1,33,25,0,676,0.049401198
2020/2/11,江西,844,152,1,40,25,0,691,0.059171598
2020/2/12,江西,872,170,1,28,18,0,701,0.040520984
2020/2/13,江西,900,187,1,28,17,0,712,0.039942939
2020/2/14,江西,913,210,1,13,23,0,702,0.018258427
2020/2/15,江西,925,239,1,12,29,0,685,0.017094017
2020/2/16,江西,930,275,1,5,36,0,654,0.00729927
2020/2/17,江西,933,310,1,3,35,0,622,0.004587156
2020/2/18,江西,933,362,1,0,52,0,570,0
2020/2/19,江西,934,432,1,1,70,0,501,0.001754386
2020/2/20,江西,934,489,1,0,57,0,444,0
2020/2/21,江西,934,544,1,0,55,0,389,0
2020/2/22,江西,934,611,1,0,67,0,322,0
2020/2/23,江西,934,645,1,0,34,0,288,0
2020/2/24,江西,934,682,1,0,37,0,251,0
2020/2/25,江西,934,719,1,0,37,0,214,0
2020/2/26,江西,934,754,1,0,35,0,179,0
2020/2/27,江西,935,790,1,1,36,0,144,0.005586592
2020/1/21,辽宁,2,0,0,0,0,0,2,0
2020/1/22,辽宁,3,0,0,1,0,0,3,0.5
2020/1/23,辽宁,4,0,0,1,0,0,4,0.333333333
2020/1/24,辽宁,16,0,0,12,0,0,16,3
2020/1/25,辽宁,19,0,0,3,0,0,19,0.1875
2020/1/26,辽宁,27,0,0,8,0,0,27,0.421052632
2020/1/27,辽宁,34,0,0,7,0,0,34,0.259259259
2020/1/28,辽宁,39,1,0,5,1,0,38,0.147058824
2020/1/29,辽宁,41,1,0,2,0,0,40,0.052631579
2020/1/30,辽宁,48,1,0,7,0,0,47,0.175
2020/1/31,辽宁,64,1,0,16,0,0,63,0.340425532
2020/2/1,辽宁,70,1,0,6,0,0,69,0.095238095
2020/2/2,辽宁,73,1,0,3,0,0,72,0.043478261
2020/2/3,辽宁,74,1,0,1,0,0,73,0.013888889
2020/2/4,辽宁,81,2,0,7,1,0,79,0.095890411
2020/2/5,辽宁,89,4,0,8,2,0,85,0.101265823
2020/2/6,辽宁,96,7,0,7,3,0,89,0.082352941
2020/2/7,辽宁,99,7,0,3,0,0,92,0.033707865
2020/2/8,辽宁,105,8,0,6,1,0,97,0.065217391
2020/2/9,辽宁,108,13,0,3,5,0,95,0.030927835
2020/2/10,辽宁,111,18,0,3,5,0,93,0.031578947
2020/2/11,辽宁,116,19,0,5,1,0,97,0.053763441
2020/2/12,辽宁,116,20,1,0,1,1,95,0
2020/2/13,辽宁,117,24,1,1,4,0,92,0.010526316
2020/2/14,辽宁,119,29,1,2,5,0,89,0.02173913
2020/2/15,辽宁,120,32,1,1,3,0,87,0.011235955
2020/2/16,辽宁,121,41,1,1,9,0,79,0.011494253
2020/2/17,辽宁,121,43,1,0,2,0,77,0
2020/2/18,辽宁,121,55,1,0,12,0,65,0
2020/2/19,辽宁,121,58,1,0,3,0,62,0
2020/2/20,辽宁,121,61,1,0,3,0,59,0
2020/2/21,辽宁,121,66,1,0,5,0,54,0
2020/2/22,辽宁,121,68,1,0,2,0,52,0
2020/2/23,辽宁,121,73,1,0,5,0,47,0
2020/2/24,辽宁,121,83,1,0,10,0,37,0
2020/2/25,辽宁,121,88,1,0,5,0,32,0
2020/2/26,辽宁,121,92,1,0,4,0,28,0
2020/2/27,辽宁,121,93,1,0,1,0,27,0
2020/1/21,内蒙古,0,0,0,0,0,0,0,0
2020/1/22,内蒙古,0,0,0,0,0,0,0,0
2020/1/23,内蒙古,2,0,0,2,0,0,2,0
2020/1/24,内蒙古,7,0,0,5,0,0,7,2.5
2020/1/25,内蒙古,7,0,0,0,0,0,7,0
2020/1/26,内蒙古,11,0,0,4,0,0,11,0.571428571
2020/1/27,内蒙古,15,0,0,4,0,0,15,0.363636364
2020/1/28,内蒙古,16,0,0,1,0,0,16,0.066666667
2020/1/29,内蒙古,18,0,0,2,0,0,18,0.125
2020/1/30,内蒙古,20,1,0,2,1,0,19,0.111111111
2020/1/31,内蒙古,23,1,0,3,0,0,22,0.157894737
2020/2/1,内蒙古,27,1,0,4,0,0,26,0.181818182
2020/2/2,内蒙古,34,1,0,7,0,0,33,0.269230769
2020/2/3,内蒙古,34,1,0,0,0,0,33,0
2020/2/4,内蒙古,42,1,0,8,0,0,41,0.242424242
2020/2/5,内蒙古,46,4,0,4,3,0,42,0.097560976
2020/2/6,内蒙古,50,4,0,4,0,0,46,0.095238095
2020/2/7,内蒙古,52,5,0,2,1,0,47,0.043478261
2020/2/8,内蒙古,54,5,0,2,0,0,49,0.042553191
2020/2/9,内蒙古,58,5,0,4,0,0,53,0.081632653
2020/2/10,内蒙古,58,5,0,0,0,0,53,0
2020/2/11,内蒙古,60,5,0,2,0,0,55,0.037735849
2020/2/12,内蒙古,61,6,0,1,1,0,55,0.018181818
2020/2/13,内蒙古,65,6,0,4,0,0,59,0.072727273
2020/2/14,内蒙古,68,6,0,3,0,0,62,0.050847458
2020/2/15,内蒙古,70,7,0,2,1,0,63,0.032258065
2020/2/16,内蒙古,72,8,0,2,1,0,64,0.031746032
2020/2/17,内蒙古,73,8,0,1,0,0,65,0.015625
2020/2/18,内蒙古,75,9,0,2,1,0,66,0.030769231
2020/2/19,内蒙古,75,11,0,0,2,0,64,0
2020/2/20,内蒙古,75,16,0,0,5,0,59,0
2020/2/21,内蒙古,75,22,0,0,6,0,53,0
2020/2/22,内蒙古,75,26,0,0,4,0,49,0
2020/2/23,内蒙古,75,30,0,0,4,0,45,0
2020/2/24,内蒙古,75,34,0,0,4,0,41,0
2020/2/25,内蒙古,75,35,0,0,1,0,40,0
2020/2/26,内蒙古,75,38,0,0,3,0,37,0
2020/2/27,内蒙古,75,43,0,0,5,0,32,0
2020/1/21,宁夏,1,0,0,0,0,0,1,0
2020/1/22,宁夏,1,0,0,0,0,0,1,0
2020/1/23,宁夏,2,0,0,1,0,0,2,1
2020/1/24,宁夏,3,0,0,1,0,0,3,0.5
2020/1/25,宁夏,4,0,0,1,0,0,4,0.333333333
2020/1/26,宁夏,7,0,0,3,0,0,7,0.75
2020/1/27,宁夏,11,0,0,4,0,0,11,0.571428571
2020/1/28,宁夏,12,0,0,1,0,0,12,0.090909091
2020/1/29,宁夏,17,0,0,5,0,0,17,0.416666667
2020/1/30,宁夏,21,0,0,4,0,0,21,0.235294118
2020/1/31,宁夏,26,0,0,5,0,0,26,0.238095238
2020/2/1,宁夏,28,0,0,2,0,0,28,0.076923077
2020/2/2,宁夏,31,1,0,3,1,0,30,0.107142857
2020/2/3,宁夏,34,1,0,3,0,0,33,0.1
2020/2/4,宁夏,34,1,0,0,0,0,33,0
2020/2/5,宁夏,40,1,0,6,0,0,39,0.181818182
2020/2/6,宁夏,43,5,0,3,4,0,38,0.076923077
2020/2/7,宁夏,45,5,0,2,0,0,40,0.052631579
2020/2/8,宁夏,45,13,0,0,8,0,32,0
2020/2/9,宁夏,49,13,0,4,0,0,36,0.125
2020/2/10,宁夏,53,14,0,4,1,0,39,0.111111111
2020/2/11,宁夏,58,22,0,5,8,0,36,0.128205128
2020/2/12,宁夏,64,24,0,6,2,0,40,0.166666667
2020/2/13,宁夏,67,24,0,3,0,0,43,0.075
2020/2/14,宁夏,70,27,0,3,3,0,43,0.069767442
2020/2/15,宁夏,70,33,0,0,6,0,37,0
2020/2/16,宁夏,70,33,0,0,0,0,37,0
2020/2/17,宁夏,70,35,0,0,2,0,35,0
2020/2/18,宁夏,71,42,0,1,7,0,29,0.028571429
2020/2/19,宁夏,71,42,0,0,0,0,29,0
2020/2/20,宁夏,71,44,0,0,2,0,27,0
2020/2/21,宁夏,71,48,0,0,4,0,23,0
2020/2/22,宁夏,71,48,0,0,0,0,23,0
2020/2/23,宁夏,71,57,0,0,9,0,14,0
2020/2/24,宁夏,71,58,0,0,1,0,13,0
2020/2/25,宁夏,71,61,0,0,3,0,10,0
2020/2/26,宁夏,72,65,0,1,4,0,7,0.1
2020/2/27,宁夏,72,68,0,0,3,0,4,0
2020/1/21,青海,0,0,0,0,0,0,0,0
2020/1/22,青海,0,0,0,0,0,0,0,0
2020/1/23,青海,0,0,0,0,0,0,0,0
2020/1/24,青海,1,0,0,1,0,0,1,0
2020/1/25,青海,1,0,0,0,0,0,1,0
2020/1/26,青海,6,0,0,5,0,0,6,5
2020/1/27,青海,6,0,0,0,0,0,6,0
2020/1/28,青海,7,0,0,1,0,0,7,0.166666667
2020/1/29,青海,8,0,0,1,0,0,8,0.142857143
2020/1/30,青海,8,0,0,0,0,0,8,0
2020/1/31,青海,9,0,0,1,0,0,9,0.125
2020/2/1,青海,11,0,0,2,0,0,11,0.222222222
2020/2/2,青海,13,0,0,2,0,0,13,0.181818182
2020/2/3,青海,15,0,0,2,0,0,15,0.153846154
2020/2/4,青海,17,0,0,2,0,0,17,0.133333333
2020/2/5,青海,18,3,0,1,3,0,15,0.058823529
2020/2/6,青海,18,3,0,0,0,0,15,0
2020/2/7,青海,18,3,0,0,0,0,15,0
2020/2/8,青海,18,3,0,0,0,0,15,0
2020/2/9,青海,18,3,0,0,0,0,15,0
2020/2/10,青海,18,3,0,0,0,0,15,0
2020/2/11,青海,18,5,0,0,2,0,13,0
2020/2/12,青海,18,9,0,0,4,0,9,0
2020/2/13,青海,18,11,0,0,2,0,7,0
2020/2/14,青海,18,11,0,0,0,0,7,0
2020/2/15,青海,18,13,0,0,2,0,5,0
2020/2/16,青海,18,13,0,0,0,0,5,0
2020/2/17,青海,18,13,0,0,0,0,5,0
2020/2/18,青海,18,15,0,0,2,0,3,0
2020/2/19,青海,18,16,0,0,1,0,2,0
2020/2/20,青海,18,16,0,0,0,0,2,0
2020/2/21,青海,18,18,0,0,2,0,0,0
2020/2/22,青海,18,18,0,0,0,0,0,0
2020/2/23,青海,18,18,0,0,0,0,0,0
2020/2/24,青海,18,18,0,0,0,0,0,0
2020/2/25,青海,18,18,0,0,0,0,0,0
2020/2/26,青海,18,18,0,0,0,0,0,0
2020/2/27,青海,18,18,0,0,0,0,0,0
2020/1/21,山东,2,0,0,0,0,0,2,0
2020/1/22,山东,6,0,0,4,0,0,6,2
2020/1/23,山东,15,0,0,9,0,0,15,1.5
2020/1/24,山东,27,0,0,12,0,0,27,0.8
2020/1/25,山东,39,0,0,12,0,0,39,0.444444444
2020/1/26,山东,75,1,0,36,1,0,74,0.923076923
2020/1/27,山东,95,1,0,20,0,0,94,0.27027027
2020/1/28,山东,130,1,0,35,0,0,129,0.372340426
2020/1/29,山东,158,1,0,28,0,0,157,0.217054264
2020/1/30,山东,184,2,0,26,1,0,182,0.165605096
2020/1/31,山东,206,3,0,22,1,0,203,0.120879121
2020/2/1,山东,230,5,0,24,2,0,225,0.118226601
2020/2/2,山东,259,7,0,29,2,0,252,0.128888889
2020/2/3,山东,270,7,0,11,0,0,263,0.043650794
2020/2/4,山东,298,13,0,28,6,0,285,0.106463878
2020/2/5,山东,343,18,0,45,5,0,325,0.157894737
2020/2/6,山东,379,37,0,36,19,0,342,0.110769231
2020/2/7,山东,407,38,0,28,1,0,369,0.081871345
2020/2/8,山东,435,50,1,28,12,1,384,0.075880759
2020/2/9,山东,459,63,1,24,13,0,395,0.0625
2020/2/10,山东,487,75,1,28,12,0,411,0.070886076
2020/2/11,山东,497,80,1,10,5,0,416,0.0243309
2020/2/12,山东,506,98,2,9,18,1,406,0.021634615
2020/2/13,山东,519,111,2,13,13,0,406,0.032019704
2020/2/14,山东,530,139,2,11,28,0,389,0.027093596
2020/2/15,山东,537,164,2,7,25,0,371,0.017994859
2020/2/16,山东,541,175,2,4,11,0,364,0.010781671
2020/2/17,山东,543,193,2,2,18,0,348,0.005494505
2020/2/18,山东,544,215,3,1,22,1,326,0.002873563
2020/2/19,山东,546,238,4,2,23,1,304,0.006134969
2020/2/20,山东,748,270,4,202,32,0,474,0.664473684
2020/2/21,山东,750,293,4,2,23,0,453,0.004219409
2020/2/22,山东,754,311,4,4,18,0,439,0.008830022
2020/2/23,山东,755,325,4,1,14,0,426,0.002277904
2020/2/24,山东,755,343,6,0,18,2,406,0
2020/2/25,山东,756,357,6,1,14,0,393,0.002463054
2020/2/26,山东,756,381,6,0,24,0,369,0
2020/2/27,山东,756,390,6,0,9,0,360,0
2020/1/21,山西,1,0,0,0,0,0,1,0
2020/1/22,山西,1,0,0,0,0,0,1,0
2020/1/23,山西,1,0,0,0,0,0,1,0
2020/1/24,山西,6,0,0,5,0,0,6,5
2020/1/25,山西,9,0,0,3,0,0,9,0.5
2020/1/26,山西,13,0,0,4,0,0,13,0.444444444
2020/1/27,山西,20,0,0,7,0,0,20,0.538461538
2020/1/28,山西,27,1,0,7,1,0,26,0.35
2020/1/29,山西,35,1,0,8,0,0,34,0.307692308
2020/1/30,山西,39,1,0,4,0,0,38,0.117647059
2020/1/31,山西,47,1,0,8,0,0,46,0.210526316
2020/2/1,山西,56,2,0,9,1,0,54,0.195652174
2020/2/2,山西,66,2,0,10,0,0,64,0.185185185
2020/2/3,山西,74,2,0,8,0,0,72,0.125
2020/2/4,山西,81,4,0,7,2,0,77,0.097222222
2020/2/5,山西,90,6,0,9,2,0,84,0.116883117
2020/2/6,山西,96,15,0,6,9,0,81,0.071428571
2020/2/7,山西,104,15,0,8,0,0,89,0.098765432
2020/2/8,山西,115,21,0,11,6,0,94,0.123595506
2020/2/9,山西,119,25,0,4,4,0,94,0.042553191
2020/2/10,山西,122,26,0,3,1,0,96,0.031914894
2020/2/11,山西,124,30,0,2,4,0,94,0.020833333
2020/2/12,山西,126,33,0,2,3,0,93,0.021276596
2020/2/13,山西,126,36,0,0,3,0,90,0
2020/2/14,山西,127,38,0,1,2,0,89,0.011111111
2020/2/15,山西,128,46,0,1,8,0,82,0.011235955
2020/2/16,山西,129,50,0,1,4,0,79,0.012195122
2020/2/17,山西,130,53,0,1,3,0,77,0.012658228
2020/2/18,山西,131,61,0,1,8,0,70,0.012987013
2020/2/19,山西,131,68,0,0,7,0,63,0
2020/2/20,山西,132,76,0,1,8,0,56,0.015873016
2020/2/21,山西,132,78,0,0,2,0,54,0
2020/2/22,山西,132,81,0,0,3,0,51,0
2020/2/23,山西,132,88,0,0,7,0,44,0
2020/2/24,山西,133,94,0,1,6,0,39,0.022727273
2020/2/25,山西,133,98,0,0,4,0,35,0
2020/2/26,山西,133,104,0,0,6,0,29,0
2020/2/27,山西,133,107,0,0,3,0,26,0
2020/1/21,陕西,0,0,0,0,0,0,0,0
2020/1/22,陕西,3,0,0,3,0,0,3,0
2020/1/23,陕西,5,0,0,2,0,0,5,0.666666667
2020/1/24,陕西,15,0,0,10,0,0,15,2
2020/1/25,陕西,22,0,0,7,0,0,22,0.466666667
2020/1/26,陕西,35,0,0,13,0,0,35,0.590909091
2020/1/27,陕西,46,0,0,11,0,0,46,0.314285714
2020/1/28,陕西,56,0,0,10,0,0,56,0.217391304
2020/1/29,陕西,63,0,0,7,0,0,63,0.125
2020/1/30,陕西,87,0,0,24,0,0,87,0.380952381
2020/1/31,陕西,101,0,0,14,0,0,101,0.16091954
2020/2/1,陕西,116,0,0,15,0,0,116,0.148514851
2020/2/2,陕西,128,0,0,12,0,0,128,0.103448276
2020/2/3,陕西,142,1,0,14,1,0,141,0.109375
2020/2/4,陕西,165,2,0,23,1,0,163,0.163120567
2020/2/5,陕西,173,6,0,8,4,0,167,0.049079755
2020/2/6,陕西,184,11,0,11,5,0,173,0.065868263
2020/2/7,陕西,195,17,0,11,6,0,178,0.063583815
2020/2/8,陕西,208,20,0,13,3,0,188,0.073033708
2020/2/9,陕西,213,26,0,5,6,0,187,0.026595745
2020/2/10,陕西,219,31,0,6,5,0,188,0.032085561
2020/2/11,陕西,225,36,0,6,5,0,189,0.031914894
2020/2/12,陕西,229,42,0,4,6,0,187,0.021164021
2020/2/13,陕西,230,49,0,1,7,0,181,0.005347594
2020/2/14,陕西,232,53,0,2,4,0,179,0.011049724
2020/2/15,陕西,236,64,0,4,11,0,172,0.022346369
2020/2/16,陕西,240,74,0,4,10,0,166,0.023255814
2020/2/17,陕西,240,79,0,0,5,0,161,0
2020/2/18,陕西,242,89,0,2,10,0,153,0.01242236
2020/2/19,陕西,245,105,1,3,16,1,139,0.019607843
2020/2/20,陕西,245,117,1,0,12,0,127,0
2020/2/21,陕西,245,140,1,0,23,0,104,0
2020/2/22,陕西,245,153,1,0,13,0,91,0
2020/2/23,陕西,245,162,1,0,9,0,82,0
2020/2/24,陕西,245,175,1,0,13,0,69,0
2020/2/25,陕西,245,186,1,0,11,0,58,0
2020/2/26,陕西,245,194,1,0,8,0,50,0
2020/2/27,陕西,245,197,1,0,3,0,47,0
2020/1/21,上海,9,0,0,0,0,0,9,0
2020/1/22,上海,16,0,0,7,0,0,16,0.777777778
2020/1/23,上海,20,1,0,4,1,0,19,0.25
2020/1/24,上海,33,1,0,13,0,0,32,0.684210526
2020/1/25,上海,40,1,1,7,0,1,38,0.21875
2020/1/26,上海,53,3,1,13,2,0,49,0.342105263
2020/1/27,上海,66,4,1,13,1,0,61,0.265306122
2020/1/28,上海,96,5,1,30,1,0,90,0.491803279
2020/1/29,上海,112,5,1,16,0,0,106,0.177777778
2020/1/30,上海,135,9,1,23,4,0,125,0.216981132
2020/1/31,上海,169,10,1,34,1,0,158,0.272
2020/2/1,上海,182,10,1,13,0,0,171,0.082278481
2020/2/2,上海,203,10,1,21,0,0,192,0.122807018
2020/2/3,上海,208,10,1,5,0,0,197,0.026041667
2020/2/4,上海,233,12,1,25,2,0,220,0.126903553
2020/2/5,上海,254,15,1,21,3,0,238,0.095454545
2020/2/6,上海,277,30,1,23,15,0,246,0.096638655
2020/2/7,上海,281,30,1,4,0,0,250,0.016260163
2020/2/8,上海,292,44,1,11,14,0,247,0.044
2020/2/9,上海,299,48,1,7,4,0,250,0.028340081
2020/2/10,上海,303,53,1,4,5,0,249,0.016
2020/2/11,上海,306,57,1,3,4,0,248,0.012048193
2020/2/12,上海,313,57,1,7,0,0,255,0.028225806
2020/2/13,上海,318,62,1,5,5,0,255,0.019607843
2020/2/14,上海,326,90,1,8,28,0,235,0.031372549
